"Problem_Type","Instance_Type","Objectives","Variables","Constraints","Instance_ID","Algorithm","LP_Solver","Total_Threads","Num_Non_Dom_Pts_Found","Hypervolume_Gap","Cardinality","Coverage","Uniformity","Time"
"MOKP","Kirlik",3,60,1,"3_60_1","V5","Gurobi",1,194,2.9184313,16.2853297,0.043428,3.2061856,15.7444451
"MOKP","Kirlik",3,60,1,"3_60_1","V5","SCIP",1,203,2.8507853,18.1695828,0.0421302,2.9950739,52.4922111
"MOKP","Kirlik",3,60,1,"3_60_10","MDLS","None",1,1,100.0,0.0,6.028409,1217.0,3.3128629
"MOKP","Kirlik",3,60,1,"3_60_10","V1","CPLEXEfficient",1,17,22.657382,0.6573541,0.1408138,71.1176471,0.00369
"MOKP","Kirlik",3,60,1,"3_60_10","V2","CPLEXEfficient",1,22,21.3492924,0.6573541,0.1275622,54.9545455,0.0059571
"MOKP","Kirlik",3,60,1,"3_60_10","V3","CPLEXEfficient",1,66,13.9323816,3.1224322,0.1116785,17.8636364,0.0454628
"MOKP","Kirlik",3,60,1,"3_60_10","V4","CPLEXEfficient",1,340,2.2260204,18.2415776,0.0345319,2.9264706,7.4487109
"MOKP","Kirlik",3,60,1,"3_60_10","V5","CPLEX",1,318,4.0555043,15.3656532,0.043038,3.2389937,8.8076379
"MOKP","Kirlik",3,60,1,"3_60_10","V5","CPLEXEfficient",1,474,1.7429712,28.5949055,0.0323459,1.8333333,18.8339369
"MOKP","Kirlik",3,60,1,"3_60_10","V5","CPLEXEfficient",2,462,1.770701,28.5127362,0.0321575,1.8831169,20.0358679
"MOKP","Kirlik",3,60,1,"3_60_10","V5","CPLEXEfficient",3,471,2.1301716,28.0197206,0.0329486,1.8598726,10.1356621
"MOKP","Kirlik",3,60,1,"3_60_10","V5","CPLEXEfficient",4,522,1.6214404,32.2103533,0.031296,1.5804598,11.7380011
"MOKP","Kirlik",3,60,1,"3_60_10","V5","Clp",1,291,7.0033512,11.2571898,0.0467592,3.7113402,8.563587
"MOKP","Kirlik",3,60,1,"3_60_10","V5","GLPK",1,309,4.7546248,16.516023,0.0439628,3.2880259,8.216434
"MOKP","Kirlik",3,60,1,"3_60_10","V5","Gurobi",1,374,3.4147762,17.419885,0.0384491,2.6871658,32.608156
"MOKP","Kirlik",3,60,1,"3_60_10","V5","SCIP",1,324,3.6072141,17.1733772,0.039231,3.1111111,80.0503581
"MOKP","Kirlik",3,60,1,"3_60_2","MDLS","None",1,1,100.0,0.0,5.9927702,837.0,3.376435
"MOKP","Kirlik",3,60,1,"3_60_2","V1","CPLEXEfficient",1,18,17.8908071,1.0752688,0.128396,46.0,0.0035911
"MOKP","Kirlik",3,60,1,"3_60_2","V2","CPLEXEfficient",1,24,22.4609672,0.8363202,0.1305838,34.5833333,0.0060558
"MOKP","Kirlik",3,60,1,"3_60_2","V3","CPLEXEfficient",1,58,10.4360611,3.4647551,0.0943482,13.9310345,0.0396001
"MOKP","Kirlik",3,60,1,"3_60_2","V4","CPLEXEfficient",1,302,1.1717076,26.8817204,0.0352977,2.0264901,7.2756779
"MOKP","Kirlik",3,60,1,"3_60_2","V5","CPLEX",1,234,2.9340726,19.5937873,0.0468549,2.8760684,25.8734488
"MOKP","Kirlik",3,60,1,"3_60_2","V5","CPLEXEfficient",1,346,1.0380572,33.213859,0.0321655,1.6156069,13.6264138
"MOKP","Kirlik",3,60,1,"3_60_2","V5","CPLEXEfficient",2,330,1.2423868,30.1075269,0.035459,1.7727273,17.3066201
"MOKP","Kirlik",3,60,1,"3_60_2","V5","CPLEXEfficient",3,357,0.9918413,34.0501792,0.0321525,1.5462185,15.762382
"MOKP","Kirlik",3,60,1,"3_60_2","V5","CPLEXEfficient",4,341,1.1614082,32.6164875,0.034547,1.6539589,13.793941
"MOKP","Kirlik",3,60,1,"3_60_2","V5","Clp",1,177,6.3772974,12.4253286,0.0674856,4.1412429,8.1944911
"MOKP","Kirlik",3,60,1,"3_60_2","V5","GLPK",1,253,2.8122627,20.3106332,0.0488416,2.6363636,13.258357
"MOKP","Kirlik",3,60,1,"3_60_2","V5","Gurobi",1,243,2.8522731,20.7885305,0.0467175,2.7283951,26.6120181
"MOKP","Kirlik",3,60,1,"3_60_2","V5","SCIP",1,235,2.9232263,19.3548387,0.0470567,2.8723404,79.2518561
"MOKP","Kirlik",3,60,1,"3_60_3","MDLS","None",1,1,100.0,0.0,6.6574307,550.0,3.3770988
"MOKP","Kirlik",3,60,1,"3_60_3","V1","CPLEXEfficient",1,14,23.1708371,0.9090909,0.180861,38.9285714,0.003077
"MOKP","Kirlik",3,60,1,"3_60_3","V2","CPLEXEfficient",1,18,17.3638875,1.2727273,0.1400878,30.1666667,0.0054381
"MOKP","Kirlik",3,60,1,"3_60_3","V3","CPLEXEfficient",1,41,10.8483629,3.6363636,0.1175774,12.9268293,0.031661
"MOKP","Kirlik",3,60,1,"3_60_3","V4","CPLEXEfficient",1,172,2.6343065,22.0,0.0500252,2.494186,3.4931159
"MOKP","Kirlik",3,60,1,"3_60_3","V5","CPLEX",1,143,4.014649,15.4545455,0.0662708,3.2517483,5.134187
"MOKP","Kirlik",3,60,1,"3_60_3","V5","CPLEXEfficient",1,218,1.9103374,29.0909091,0.0466873,1.7889908,11.7860661
"MOKP","Kirlik",3,60,1,"3_60_3","V5","CPLEXEfficient",2,210,2.0733064,27.6363636,0.0497886,1.8952381,6.3361499
"MOKP","Kirlik",3,60,1,"3_60_3","V5","CPLEXEfficient",3,222,1.9062988,29.4545455,0.0461368,1.7477477,6.815232
"MOKP","Kirlik",3,60,1,"3_60_3","V5","CPLEXEfficient",4,213,1.8331864,28.0,0.0465769,1.8591549,7.2189581
"MOKP","Kirlik",3,60,1,"3_60_3","V5","Clp",1,144,5.1177358,14.7272727,0.0614355,3.2569444,7.4847689
"MOKP","Kirlik",3,60,1,"3_60_3","V5","GLPK",1,126,4.5085846,14.7272727,0.0648184,3.7222222,4.7151811
"MOKP","Kirlik",3,60,1,"3_60_3","V5","Gurobi",1,151,3.840494,16.9090909,0.0646822,3.0264901,15.933435
"MOKP","Kirlik",3,60,1,"3_60_3","V5","SCIP",1,157,3.7543821,17.2727273,0.0633411,2.8980892,48.5133851
"MOKP","Kirlik",3,60,1,"3_60_4","MDLS","None",1,1,100.0,0.0,7.373616,645.0,3.3005929
"MOKP","Kirlik",3,60,1,"3_60_4","V1","CPLEXEfficient",1,17,31.1775659,0.1550388,0.1629298,37.8823529,0.0033731
"MOKP","Kirlik",3,60,1,"3_60_4","V2","CPLEXEfficient",1,19,25.736442,0.4651163,0.1441668,33.7894737,0.005934
"MOKP","Kirlik",3,60,1,"3_60_4","V3","CPLEXEfficient",1,55,13.2805304,4.6511628,0.0962496,11.1818182,0.030534
"MOKP","Kirlik",3,60,1,"3_60_4","V4","CPLEXEfficient",1,261,1.1268492,31.3178295,0.037314,1.697318,5.5178881
"MOKP","Kirlik",3,60,1,"3_60_4","V5","CPLEX",1,193,3.5849667,20.4651163,0.0473769,2.6580311,6.000319
"MOKP","Kirlik",3,60,1,"3_60_4","V5","CPLEXEfficient",1,306,1.0520073,40.3100775,0.0345678,1.2581699,14.2638021
"MOKP","Kirlik",3,60,1,"3_60_4","V5","CPLEXEfficient",2,308,0.7559602,40.3100775,0.0347044,1.25,8.2136588
"MOKP","Kirlik",3,60,1,"3_60_4","V5","CPLEXEfficient",3,307,0.9600485,41.2403101,0.0354792,1.2345277,7.3347869
"MOKP","Kirlik",3,60,1,"3_60_4","V5","CPLEXEfficient",4,329,0.7707013,43.875969,0.0357862,1.100304,6.624001
"MOKP","Kirlik",3,60,1,"3_60_4","V5","Clp",1,117,10.731882,9.6124031,0.0836429,4.982906,3.163959
"MOKP","Kirlik",3,60,1,"3_60_4","V5","GLPK",1,210,3.3253265,20.7751938,0.044111,2.4333333,5.7375939
"MOKP","Kirlik",3,60,1,"3_60_4","V5","Gurobi",1,206,3.5105366,22.1705426,0.0475874,2.4368932,20.7385521
"MOKP","Kirlik",3,60,1,"3_60_4","V5","SCIP",1,199,4.0826116,17.9844961,0.0451751,2.6582915,51.9808152
"MOKP","Kirlik",3,60,1,"3_60_5","MDLS","None",1,1,100.0,0.0,5.1534253,741.0,3.3427081
"MOKP","Kirlik",3,60,1,"3_60_5","V1","CPLEXEfficient",1,17,15.8273072,1.4844804,0.1215461,42.9411765,0.002851
"MOKP","Kirlik",3,60,1,"3_60_5","V2","CPLEXEfficient",1,17,16.4597146,1.3495277,0.1187697,43.0,0.0052259
"MOKP","Kirlik",3,60,1,"3_60_5","V3","CPLEXEfficient",1,72,8.950461,6.0728745,0.0839378,9.6666667,0.0490379
"MOKP","Kirlik",3,60,1,"3_60_5","V4","CPLEXEfficient",1,265,1.6759753,28.4750337,0.0388398,2.0,5.9617879
"MOKP","Kirlik",3,60,1,"3_60_5","V5","CPLEX",1,266,2.4680603,28.6099865,0.0410233,1.9887218,22.2946699
"MOKP","Kirlik",3,60,1,"3_60_5","V5","CPLEXEfficient",1,338,1.4732924,38.3265857,0.0379391,1.352071,23.313364
"MOKP","Kirlik",3,60,1,"3_60_5","V5","CPLEXEfficient",2,346,1.3769886,39.6761134,0.038485,1.2919075,16.610126
"MOKP","Kirlik",3,60,1,"3_60_5","V5","CPLEXEfficient",3,344,1.3710905,39.9460189,0.0388581,1.2936047,16.5043831
"MOKP","Kirlik",3,60,1,"3_60_5","V5","CPLEXEfficient",4,350,1.4908989,40.48583,0.0388123,1.26,27.0788879
"MOKP","Kirlik",3,60,1,"3_60_5","V5","Clp",1,204,5.4017523,19.4331984,0.0599943,2.9264706,24.5637
"MOKP","Kirlik",3,60,1,"3_60_5","V5","GLPK",1,270,2.5595426,28.2051282,0.0410136,1.9703704,23.275125
"MOKP","Kirlik",3,60,1,"3_60_5","V5","Gurobi",1,262,2.469509,28.2051282,0.0411571,2.0305344,45.4070101
"MOKP","Kirlik",3,60,1,"3_60_5","V5","SCIP",1,270,2.4437393,28.879892,0.0413387,1.9518519,88.7184708
"MOKP","Kirlik",3,60,1,"3_60_6","MDLS","None",1,1,100.0,0.0,5.6765671,1142.0,3.2274568
"MOKP","Kirlik",3,60,1,"3_60_6","V1","CPLEXEfficient",1,19,24.9836667,0.6129597,0.1313662,59.7368421,0.0039001
"MOKP","Kirlik",3,60,1,"3_60_6","V2","CPLEXEfficient",1,24,20.2141799,0.7880911,0.1171453,47.2083333,0.0080149
"MOKP","Kirlik",3,60,1,"3_60_6","V3","CPLEXEfficient",1,68,11.7631141,3.8528897,0.096658,16.1470588,0.051203
"MOKP","Kirlik",3,60,1,"3_60_6","V4","CPLEXEfficient",1,416,1.5470515,25.0437828,0.0284956,2.0576923,8.7352839
"MOKP","Kirlik",3,60,1,"3_60_6","V5","CPLEX",1,352,2.9304248,21.5411559,0.0353027,2.5454545,9.5683019
"MOKP","Kirlik",3,60,1,"3_60_6","V5","CPLEXEfficient",1,532,1.20853,37.3905429,0.0271741,1.343985,23.356498
"MOKP","Kirlik",3,60,1,"3_60_6","V5","CPLEXEfficient",2,543,1.3711486,38.0035026,0.0272647,1.3038674,15.2533522
"MOKP","Kirlik",3,60,1,"3_60_6","V5","CPLEXEfficient",3,519,1.2981758,35.2014011,0.027663,1.4258189,12.7049251
"MOKP","Kirlik",3,60,1,"3_60_6","V5","CPLEXEfficient",4,531,1.2268795,37.0402802,0.0274689,1.354049,9.907495
"MOKP","Kirlik",3,60,1,"3_60_6","V5","Clp",1,216,7.2370412,11.558669,0.0621269,4.6759259,8.104538
"MOKP","Kirlik",3,60,1,"3_60_6","V5","GLPK",1,369,2.9692117,22.3292469,0.0359002,2.403794,12.622263
"MOKP","Kirlik",3,60,1,"3_60_6","V5","Gurobi",1,353,2.8673125,21.1908932,0.0353088,2.5495751,35.014327
"MOKP","Kirlik",3,60,1,"3_60_6","V5","SCIP",1,344,3.0008146,20.3152364,0.0354027,2.6453488,89.3298609
"MOKP","Kirlik",3,60,1,"3_60_7","MDLS","None",1,1,100.0,0.0,6.4816799,897.0,3.3099711
"MOKP","Kirlik",3,60,1,"3_60_7","V1","CPLEXEfficient",1,20,26.6473276,0.4459309,0.1369279,44.65,0.00348
"MOKP","Kirlik",3,60,1,"3_60_7","V2","CPLEXEfficient",1,20,21.0992433,0.6688963,0.1195456,44.55,0.0055151
"MOKP","Kirlik",3,60,1,"3_60_7","V3","CPLEXEfficient",1,52,12.6042311,3.3444816,0.0990111,16.6730769,0.0295351
"MOKP","Kirlik",3,60,1,"3_60_7","V4","CPLEXEfficient",1,265,1.7904556,20.4013378,0.0367383,2.6943396,5.8403311
"MOKP","Kirlik",3,60,1,"3_60_7","V5","CPLEX",1,260,2.8265503,18.8405797,0.0409294,2.8,7.784713
"MOKP","Kirlik",3,60,1,"3_60_7","V5","CPLEXEfficient",1,371,1.2995982,32.7759197,0.0356428,1.6253369,12.3723211
"MOKP","Kirlik",3,60,1,"3_60_7","V5","CPLEXEfficient",2,381,1.3048016,31.5496098,0.0346009,1.6115486,8.9192359
"MOKP","Kirlik",3,60,1,"3_60_7","V5","CPLEXEfficient",3,347,1.4711918,30.3232999,0.0355495,1.8011527,6.683028
"MOKP","Kirlik",3,60,1,"3_60_7","V5","CPLEXEfficient",4,387,1.3984645,32.5529543,0.0358475,1.5633075,7.4931388
"MOKP","Kirlik",3,60,1,"3_60_7","V5","Clp",1,191,5.9687776,14.3812709,0.0618925,4.0209424,6.6070311
"MOKP","Kirlik",3,60,1,"3_60_7","V5","GLPK",1,270,2.5003883,20.6243032,0.040448,2.637037,10.9972441
"MOKP","Kirlik",3,60,1,"3_60_7","V5","Gurobi",1,284,2.9142064,20.9587514,0.0399687,2.4964789,22.0986311
"MOKP","Kirlik",3,60,1,"3_60_7","V5","SCIP",1,258,2.9404522,19.1750279,0.0415409,2.8100775,73.7632
"MOKP","Kirlik",3,60,1,"3_60_8","MDLS","None",1,1,100.0,0.0,4.338735,1116.0,3.278007
"MOKP","Kirlik",3,60,1,"3_60_8","V1","CPLEXEfficient",1,16,27.1456689,0.3584229,0.1617946,69.5,0.0036342
"MOKP","Kirlik",3,60,1,"3_60_8","V2","CPLEXEfficient",1,19,21.9979158,0.4480287,0.1280575,58.4736842,0.0057518
"MOKP","Kirlik",3,60,1,"3_60_8","V3","CPLEXEfficient",1,81,7.4201414,5.1075269,0.0844975,13.0740741,0.047636
"MOKP","Kirlik",3,60,1,"3_60_8","V4","CPLEXEfficient",1,332,1.3200683,23.7455197,0.0370731,2.563253,6.3046811
"MOKP","Kirlik",3,60,1,"3_60_8","V5","CPLEX",1,268,2.802488,15.5017921,0.0416056,3.5186567,24.0734661
"MOKP","Kirlik",3,60,1,"3_60_8","V5","CPLEXEfficient",1,394,1.3084165,29.1218638,0.0348977,2.0076142,17.0206079
"MOKP","Kirlik",3,60,1,"3_60_8","V5","CPLEXEfficient",2,397,1.2197622,29.9283154,0.0358805,1.9697733,9.742317
"MOKP","Kirlik",3,60,1,"3_60_8","V5","CPLEXEfficient",3,398,1.2321861,29.6594982,0.0346803,1.9723618,8.842803
"MOKP","Kirlik",3,60,1,"3_60_8","V5","CPLEXEfficient",4,377,1.3565045,27.7777778,0.0365424,2.137931,7.7288208
"MOKP","Kirlik",3,60,1,"3_60_8","V5","Clp",1,242,5.1997927,11.6487455,0.0617094,4.0743802,15.065665
"MOKP","Kirlik",3,60,1,"3_60_8","V5","GLPK",1,272,3.1202948,15.5017921,0.0426176,3.4669118,9.9311709
"MOKP","Kirlik",3,60,1,"3_60_8","V5","Gurobi",1,255,2.8408699,14.6953405,0.0419256,3.7333333,27.9470959
"MOKP","Kirlik",3,60,1,"3_60_8","V5","SCIP",1,272,3.0062568,15.2329749,0.0403937,3.4779412,79.6043432
"MOKP","Kirlik",3,60,1,"3_60_9","MDLS","None",1,1,100.0,0.0,5.678723,1283.0,3.4594319
"MOKP","Kirlik",3,60,1,"3_60_9","V1","CPLEXEfficient",1,21,20.9791097,0.3897116,0.1214176,60.8571429,0.003473
"MOKP","Kirlik",3,60,1,"3_60_9","V2","CPLEXEfficient",1,23,17.9282359,0.3897116,0.1127711,55.5652174,0.0059009
"MOKP","Kirlik",3,60,1,"3_60_9","V3","CPLEXEfficient",1,42,15.4750723,1.1691348,0.1182259,30.1904762,0.0342491
"MOKP","Kirlik",3,60,1,"3_60_9","V4","CPLEXEfficient",1,381,1.9722316,20.2650039,0.0311202,2.6850394,9.1996
"MOKP","Kirlik",3,60,1,"3_60_9","V5","CPLEX",1,451,3.3674178,21.979735,0.0341634,2.2195122,12.6016729
"MOKP","Kirlik",3,60,1,"3_60_9","V5","CPLEXEfficient",1,545,1.5910119,31.644583,0.0292902,1.6091743,18.8485279
"MOKP","Kirlik",3,60,1,"3_60_9","V5","CPLEXEfficient",2,581,1.3952459,34.4505066,0.028262,1.4475043,15.0075259
"MOKP","Kirlik",3,60,1,"3_60_9","V5","CPLEXEfficient",3,592,1.4377132,35.6196415,0.0286288,1.3952703,13.5968361
"MOKP","Kirlik",3,60,1,"3_60_9","V5","CPLEXEfficient",4,619,1.5161825,38.4255651,0.0289988,1.276252,13.2704978
"MOKP","Kirlik",3,60,1,"3_60_9","V5","Clp",1,406,5.3334544,20.2650039,0.0474322,2.5197044,16.4565589
"MOKP","Kirlik",3,60,1,"3_60_9","V5","GLPK",1,416,3.2168847,20.7326578,0.0351798,2.4447115,12.6745069
"MOKP","Kirlik",3,60,1,"3_60_9","V5","Gurobi",1,438,3.3459284,21.6679657,0.0341867,2.2945205,37.0341518
"MOKP","Kirlik",3,60,1,"3_60_9","V5","SCIP",1,478,3.185753,23.3047545,0.0342162,2.0585774,119.833406
"MOKP","Kirlik",3,70,1,"3_70_1","MDLS","None",1,9,100.0,0.0,2.3979801,113.2222222,3.8591149
"MOKP","Kirlik",3,70,1,"3_70_1","V1","CPLEXEfficient",1,21,18.776185,0.4906771,0.1098669,48.2857143,0.0041258
"MOKP","Kirlik",3,70,1,"3_70_1","V2","CPLEXEfficient",1,21,18.2933554,0.1962709,0.1012095,48.4285714,0.011246
"MOKP","Kirlik",3,70,1,"3_70_1","V3","CPLEXEfficient",1,79,7.492141,3.7291462,0.0582345,12.4177215,0.0768571
"MOKP","Kirlik",3,70,1,"3_70_1","V4","CPLEXEfficient",1,329,1.3617732,23.9450442,0.0307429,2.3556231,8.4767549
"MOKP","Kirlik",3,70,1,"3_70_1","V5","CPLEX",1,259,3.193805,18.155054,0.0384937,3.2200772,8.9629791
"MOKP","Kirlik",3,70,1,"3_70_1","V5","CPLEXEfficient",1,440,1.1814354,33.562316,0.0296311,1.5386364,20.7938831
"MOKP","Kirlik",3,70,1,"3_70_1","V5","CPLEXEfficient",2,438,1.2194764,33.6604514,0.0288809,1.543379,16.293555
"MOKP","Kirlik",3,70,1,"3_70_1","V5","CPLEXEfficient",3,453,1.1356369,34.936212,0.0280881,1.4635762,15.0189309
"MOKP","Kirlik",3,70,1,"3_70_1","V5","CPLEXEfficient",4,420,1.3015603,32.6790972,0.0290278,1.6333333,10.3648899
"MOKP","Kirlik",3,70,1,"3_70_1","V5","Clp",1,199,6.0822836,10.5004907,0.0484988,4.5829146,6.6333282
"MOKP","Kirlik",3,70,1,"3_70_1","V5","GLPK",1,269,3.1290145,18.2531894,0.0378514,3.0966543,9.3213549
"MOKP","Kirlik",3,70,1,"3_70_1","V5","Gurobi",1,257,3.2093895,17.0755643,0.0384558,3.2879377,30.01754
"MOKP","Kirlik",3,70,1,"3_70_1","V5","SCIP",1,263,3.2182332,17.3699706,0.0381665,3.2015209,90.6557159
"MOKP","Kirlik",3,70,1,"3_70_10","MDLS","None",1,1,100.0,0.0,2.0679326,1361.0,3.5093629
"MOKP","Kirlik",3,70,1,"3_70_10","V1","CPLEXEfficient",1,18,19.7954474,0.5878031,0.1199807,75.1666667,0.0078549
"MOKP","Kirlik",3,70,1,"3_70_10","V2","CPLEXEfficient",1,19,16.6622807,0.95518,0.1241953,70.9473684,0.00668
"MOKP","Kirlik",3,70,1,"3_70_10","V3","CPLEXEfficient",1,85,9.1801143,3.232917,0.076675,15.4941176,0.0691619
"MOKP","Kirlik",3,70,1,"3_70_10","V4","CPLEXEfficient",1,414,1.3427546,22.5569434,0.0264203,2.5458937,10.591738
"MOKP","Kirlik",3,70,1,"3_70_10","V5","CPLEX",1,340,2.7358132,16.0911095,0.031559,3.3588235,18.3187659
"MOKP","Kirlik",3,70,1,"3_70_10","V5","CPLEXEfficient",1,540,1.0379364,30.1983835,0.0236771,1.7592593,22.2331879
"MOKP","Kirlik",3,70,1,"3_70_10","V5","CPLEXEfficient",2,554,0.9912812,31.0066128,0.0235753,1.6949458,15.9688411
"MOKP","Kirlik",3,70,1,"3_70_10","V5","CPLEXEfficient",3,602,0.9692031,32.9169728,0.0224818,1.5166113,22.947377
"MOKP","Kirlik",3,70,1,"3_70_10","V5","CPLEXEfficient",4,574,0.9713028,32.4761205,0.0231882,1.6010453,20.050343
"MOKP","Kirlik",3,70,1,"3_70_10","V5","Clp",1,321,5.6310404,12.6377663,0.0408331,3.7040498,17.075367
"MOKP","Kirlik",3,70,1,"3_70_10","V5","GLPK",1,380,2.6566037,16.5319618,0.0289821,2.9894737,15.322094
"MOKP","Kirlik",3,70,1,"3_70_10","V5","Gurobi",1,328,2.9830271,14.9155033,0.034231,3.5304878,40.3715591
"MOKP","Kirlik",3,70,1,"3_70_10","V5","SCIP",1,370,2.758729,16.6789126,0.0311042,3.0648649,120.5408778
"MOKP","Kirlik",3,70,1,"3_70_2","MDLS","None",1,1,100.0,0.0,2.9568353,1236.0,3.4729149
"MOKP","Kirlik",3,70,1,"3_70_2","V1","CPLEXEfficient",1,19,23.1393727,0.4854369,0.1353149,64.7368421,0.0085158
"MOKP","Kirlik",3,70,1,"3_70_2","V2","CPLEXEfficient",1,23,19.8120939,0.8090615,0.109823,53.3043478,0.0072069
"MOKP","Kirlik",3,70,1,"3_70_2","V3","CPLEXEfficient",1,71,13.2259317,2.7508091,0.0943104,16.9295775,0.0594881
"MOKP","Kirlik",3,70,1,"3_70_2","V4","CPLEXEfficient",1,279,2.0868354,17.0711974,0.0334672,3.6738351,6.5937321
"MOKP","Kirlik",3,70,1,"3_70_2","V5","CPLEX",1,193,5.9495993,10.4368932,0.0545186,5.7357513,9.762279
"MOKP","Kirlik",3,70,1,"3_70_2","V5","CPLEXEfficient",1,406,1.6461168,26.0517799,0.030263,2.2512315,28.820761
"MOKP","Kirlik",3,70,1,"3_70_2","V5","CPLEXEfficient",2,437,1.5388868,27.9126214,0.0288176,2.0389016,16.2281542
"MOKP","Kirlik",3,70,1,"3_70_2","V5","CPLEXEfficient",3,457,1.745876,28.4789644,0.0295317,1.9343545,15.2238338
"MOKP","Kirlik",3,70,1,"3_70_2","V5","CPLEXEfficient",4,437,1.7223357,27.6699029,0.0298966,2.0457666,17.835243
"MOKP","Kirlik",3,70,1,"3_70_2","V5","Clp",1,171,8.6730714,7.3624595,0.0650049,6.6959064,12.8989501
"MOKP","Kirlik",3,70,1,"3_70_2","V5","GLPK",1,216,4.6097419,11.4886731,0.0436394,5.0648148,10.5830629
"MOKP","Kirlik",3,70,1,"3_70_2","V5","Gurobi",1,217,5.5967383,11.2459547,0.0493165,5.0552995,31.68327
"MOKP","Kirlik",3,70,1,"3_70_2","V5","SCIP",1,208,5.5834211,10.6796117,0.0498151,5.3076923,57.460947
"MOKP","Kirlik",3,70,1,"3_70_3","MDLS","None",1,1,100.0,0.0,2.1287698,2392.0,3.3737509
"MOKP","Kirlik",3,70,1,"3_70_3","V1","CPLEXEfficient",1,23,19.6475594,0.4180602,0.1108309,103.5652174,0.0043998
"MOKP","Kirlik",3,70,1,"3_70_3","V2","CPLEXEfficient",1,24,18.2343131,0.4180602,0.1200045,99.25,0.007375
"MOKP","Kirlik",3,70,1,"3_70_3","V3","CPLEXEfficient",1,115,7.6725029,2.2993311,0.0709538,20.3217391,0.093333
"MOKP","Kirlik",3,70,1,"3_70_3","V4","CPLEXEfficient",1,686,1.0661626,19.6070234,0.0204297,2.803207,19.189589
"MOKP","Kirlik",3,70,1,"3_70_3","V5","CPLEX",1,568,2.9089514,13.8377926,0.0277824,3.6285211,29.5139599
"MOKP","Kirlik",3,70,1,"3_70_3","V5","CPLEXEfficient",1,862,0.8997107,27.4665552,0.019318,2.012761,41.028425
"MOKP","Kirlik",3,70,1,"3_70_3","V5","CPLEXEfficient",2,884,0.9379117,29.09699,0.0191822,1.918552,33.755585
"MOKP","Kirlik",3,70,1,"3_70_3","V5","CPLEXEfficient",3,886,0.9191808,29.0551839,0.0194261,1.9153499,27.19153
"MOKP","Kirlik",3,70,1,"3_70_3","V5","CPLEXEfficient",4,896,0.9981018,29.4732441,0.01966,1.8828125,29.1142421
"MOKP","Kirlik",3,70,1,"3_70_3","V5","Clp",1,313,7.700186,5.9364548,0.050427,7.1884984,12.132802
"MOKP","Kirlik",3,70,1,"3_70_3","V5","GLPK",1,569,2.7116116,14.673913,0.0285482,3.5869947,26.432183
"MOKP","Kirlik",3,70,1,"3_70_3","V5","Gurobi",1,538,2.9682258,12.9180602,0.0277097,3.8717472,54.863878
"MOKP","Kirlik",3,70,1,"3_70_3","V5","SCIP",1,542,3.100819,13.0434783,0.0281563,3.8376384,120.1144021
"MOKP","Kirlik",3,70,1,"3_70_4","MDLS","None",1,1,100.0,0.0,3.4397892,1113.0,3.588393
"MOKP","Kirlik",3,70,1,"3_70_4","V1","CPLEXEfficient",1,12,24.4872892,0.6289308,0.1481219,92.1666667,0.0040381
"MOKP","Kirlik",3,70,1,"3_70_4","V2","CPLEXEfficient",1,17,19.0382842,0.7187781,0.134151,65.0,0.0065899
"MOKP","Kirlik",3,70,1,"3_70_4","V3","CPLEXEfficient",1,74,9.842431,3.6837376,0.0846144,14.4864865,0.052165
"MOKP","Kirlik",3,70,1,"3_70_4","V4","CPLEXEfficient",1,331,2.214382,20.4851752,0.0333817,2.673716,7.4639101
"MOKP","Kirlik",3,70,1,"3_70_4","V5","CPLEX",1,247,5.2435283,14.8247978,0.0479985,3.8380567,6.3155799
"MOKP","Kirlik",3,70,1,"3_70_4","V5","CPLEXEfficient",1,418,1.8104704,29.1105121,0.0316025,1.8875598,18.290915
"MOKP","Kirlik",3,70,1,"3_70_4","V5","CPLEXEfficient",2,430,1.6484024,29.5597484,0.0311842,1.8232558,10.2157979
"MOKP","Kirlik",3,70,1,"3_70_4","V5","CPLEXEfficient",3,420,1.6214127,28.8409704,0.0310599,1.8857143,9.1361039
"MOKP","Kirlik",3,70,1,"3_70_4","V5","CPLEXEfficient",4,422,1.8265335,28.4815813,0.0309964,1.8862559,10.7996941
"MOKP","Kirlik",3,70,1,"3_70_4","V5","Clp",1,188,10.658703,7.6370171,0.0772963,5.4680851,10.5923791
"MOKP","Kirlik",3,70,1,"3_70_4","V5","GLPK",1,272,3.9814398,16.1725067,0.0404237,3.4301471,8.737154
"MOKP","Kirlik",3,70,1,"3_70_4","V5","Gurobi",1,242,5.2603988,14.195867,0.0480947,3.946281,21.0753119
"MOKP","Kirlik",3,70,1,"3_70_4","V5","SCIP",1,248,5.2879755,14.3755615,0.0486946,3.8427419,66.962683
"MOKP","Kirlik",3,70,1,"3_70_5","MDLS","None",1,1,100.0,0.0,2.4474117,2632.0,3.5069439
"MOKP","Kirlik",3,70,1,"3_70_5","V1","CPLEXEfficient",1,21,26.5985372,0.3419453,0.1348471,124.9047619,0.0043602
"MOKP","Kirlik",3,70,1,"3_70_5","V2","CPLEXEfficient",1,29,25.0860964,0.1899696,0.1254557,90.5862069,0.010237
"MOKP","Kirlik",3,70,1,"3_70_5","V3","CPLEXEfficient",1,80,13.1001511,1.899696,0.0896045,32.275,0.0669611
