"Problem_Type","Instance_Type","Objectives","Variables","Constraints","Instance_ID","Algorithm","LP_Solver","Total_Threads","Num_Non_Dom_Pts_Found","Hypervolume_Gap","Cardinality","Coverage","Uniformity","Time"
"MOAP","Kirlik",3,225,30,"3_15_10","V5","SCIP",1,250,1.6034256,25.5421687,0.0397171,2.472,120.0391011
"MOAP","Kirlik",3,225,30,"3_15_2","V1","CPLEXEfficient",1,18,9.3034574,3.8054968,0.1606864,25.2777778,0.008276
"MOAP","Kirlik",3,225,30,"3_15_2","V2","CPLEXEfficient",1,15,11.9285775,3.1712474,0.1504713,30.5333333,0.012171
"MOAP","Kirlik",3,225,30,"3_15_2","V3","CPLEXEfficient",1,23,7.686336,4.8625793,0.1376228,19.5652174,0.012615
"MOAP","Kirlik",3,225,30,"3_15_2","V4","CPLEXEfficient",1,222,0.5823446,41.6490486,0.0430176,1.2432432,19.0924089
"MOAP","Kirlik",3,225,30,"3_15_2","V5","CPLEX",1,135,1.5256756,25.1585624,0.0570304,2.6222222,6.1929371
"MOAP","Kirlik",3,225,30,"3_15_2","V5","CPLEXEfficient",1,250,0.4625118,49.2600423,0.0448558,0.96,21.59934
"MOAP","Kirlik",3,225,30,"3_15_2","V5","CPLEXEfficient",2,242,0.5588153,46.9344609,0.0462138,1.0371901,13.0624962
"MOAP","Kirlik",3,225,30,"3_15_2","V5","CPLEXEfficient",3,256,0.5079007,49.8942918,0.0449756,0.9257812,9.5890698
"MOAP","Kirlik",3,225,30,"3_15_2","V5","CPLEXEfficient",4,253,0.4962423,49.6828753,0.0451501,0.9407115,8.642329
"MOAP","Kirlik",3,225,30,"3_15_2","V5","Clp",1,131,1.5822068,22.6215645,0.0553287,2.7938931,14.4200261
"MOAP","Kirlik",3,225,30,"3_15_2","V5","GLPK",1,93,3.4553582,16.2790698,0.0663558,4.2580645,5.75543
"MOAP","Kirlik",3,225,30,"3_15_2","V5","Gurobi",1,156,1.2957252,28.3298097,0.0556436,2.1730769,22.048558
"MOAP","Kirlik",3,225,30,"3_15_2","V5","SCIP",1,121,1.4744271,22.1987315,0.0569498,3.0413223,88.8637249
"MOAP","Kirlik",3,225,30,"3_15_3","V1","CPLEXEfficient",1,22,10.3055884,4.5174538,0.1293572,21.1363636,0.009161
"MOAP","Kirlik",3,225,30,"3_15_3","V2","CPLEXEfficient",1,17,16.2082744,3.4907598,0.1701813,27.6470588,0.0104799
"MOAP","Kirlik",3,225,30,"3_15_3","V3","CPLEXEfficient",1,17,14.5389613,3.4907598,0.158946,27.6470588,0.0119982
"MOAP","Kirlik",3,225,30,"3_15_3","V4","CPLEXEfficient",1,253,0.5979976,46.8172485,0.0416403,1.0237154,21.7874122
"MOAP","Kirlik",3,225,30,"3_15_3","V5","CPLEX",1,200,1.3508649,34.2915811,0.0455521,1.6,9.2888451
"MOAP","Kirlik",3,225,30,"3_15_3","V5","CPLEXEfficient",1,294,0.5681703,55.0308008,0.0408479,0.7482993,25.3154931
"MOAP","Kirlik",3,225,30,"3_15_3","V5","CPLEXEfficient",2,301,0.4321694,57.4948665,0.0396025,0.6877076,15.53671
"MOAP","Kirlik",3,225,30,"3_15_3","V5","CPLEXEfficient",3,310,0.4544491,58.7268994,0.0406505,0.6483871,12.7100041
"MOAP","Kirlik",3,225,30,"3_15_3","V5","CPLEXEfficient",4,311,0.5096042,59.5482546,0.0413767,0.6366559,9.8178201
"MOAP","Kirlik",3,225,30,"3_15_3","V5","Clp",1,172,1.6386875,30.8008214,0.0497496,1.9593023,19.3113611
"MOAP","Kirlik",3,225,30,"3_15_3","V5","GLPK",1,136,2.8038394,23.8193018,0.0525989,2.7279412,8.0942409
"MOAP","Kirlik",3,225,30,"3_15_3","V5","Gurobi",1,189,1.8918205,33.6755647,0.0492256,1.7089947,25.888731
"MOAP","Kirlik",3,225,30,"3_15_3","V5","SCIP",1,168,1.7400714,29.7741273,0.0481253,2.0357143,116.8029571
"MOAP","Kirlik",3,225,30,"3_15_4","V1","CPLEXEfficient",1,19,9.2585972,3.646833,0.1330073,26.4210526,0.007864
"MOAP","Kirlik",3,225,30,"3_15_4","V2","CPLEXEfficient",1,24,7.3722179,4.6065259,0.1114986,20.7083333,0.0154371
"MOAP","Kirlik",3,225,30,"3_15_4","V3","CPLEXEfficient",1,27,7.540279,5.1823417,0.1210282,18.2962963,0.012893
"MOAP","Kirlik",3,225,30,"3_15_4","V4","CPLEXEfficient",1,239,0.7698432,40.8829175,0.0396121,1.2887029,21.205682
"MOAP","Kirlik",3,225,30,"3_15_4","V5","CPLEX",1,167,1.2750044,26.6794626,0.0462868,2.2874251,7.2857749
"MOAP","Kirlik",3,225,30,"3_15_4","V5","CPLEXEfficient",1,285,0.43451,48.3685221,0.0348773,0.9438596,25.7303638
"MOAP","Kirlik",3,225,30,"3_15_4","V5","CPLEXEfficient",2,277,0.4207521,48.1765835,0.0353633,0.9747292,13.759798
"MOAP","Kirlik",3,225,30,"3_15_4","V5","CPLEXEfficient",3,308,0.3745243,52.975048,0.0343402,0.7954545,12.8143349
"MOAP","Kirlik",3,225,30,"3_15_4","V5","CPLEXEfficient",4,289,0.4434085,49.1362764,0.0358155,0.916955,9.338264
"MOAP","Kirlik",3,225,30,"3_15_4","V5","Clp",1,167,1.2951364,25.9117083,0.0458717,2.3113772,17.7085001
"MOAP","Kirlik",3,225,30,"3_15_4","V5","GLPK",1,90,2.8161739,12.6679463,0.0581882,5.0555556,4.9126642
"MOAP","Kirlik",3,225,30,"3_15_4","V5","Gurobi",1,169,1.3045713,26.487524,0.0442496,2.2662722,23.4945629
"MOAP","Kirlik",3,225,30,"3_15_4","V5","SCIP",1,160,1.3529133,26.1036468,0.0443635,2.40625,106.1434579
"MOAP","Kirlik",3,225,30,"3_15_5","V1","CPLEXEfficient",1,27,10.5461435,4.5996593,0.1217576,20.7407407,0.011395
"MOAP","Kirlik",3,225,30,"3_15_5","V2","CPLEXEfficient",1,27,11.6602027,4.5996593,0.1210144,20.7407407,0.0147002
"MOAP","Kirlik",3,225,30,"3_15_5","V3","CPLEXEfficient",1,24,12.1229357,4.088586,0.1317086,23.4583333,0.0126491
"MOAP","Kirlik",3,225,30,"3_15_5","V4","CPLEXEfficient",1,300,0.6669273,44.4633731,0.038591,1.09,23.937768
"MOAP","Kirlik",3,225,30,"3_15_5","V5","CPLEX",1,218,1.451236,32.7086882,0.0467028,1.8119266,9.14045
"MOAP","Kirlik",3,225,30,"3_15_5","V5","CPLEXEfficient",1,329,0.6107983,51.4480409,0.0390784,0.8693009,31.767292
"MOAP","Kirlik",3,225,30,"3_15_5","V5","CPLEXEfficient",2,323,0.6408489,50.0851789,0.0417693,0.9102167,16.8756931
"MOAP","Kirlik",3,225,30,"3_15_5","V5","CPLEXEfficient",3,341,0.5496033,53.3219761,0.0378933,0.8035191,13.6706769
"MOAP","Kirlik",3,225,30,"3_15_5","V5","CPLEXEfficient",4,341,0.5131627,52.4701874,0.0386016,0.8181818,11.4461
"MOAP","Kirlik",3,225,30,"3_15_5","V5","Clp",1,219,1.3499736,33.2197615,0.04845,1.7899543,24.8943961
"MOAP","Kirlik",3,225,30,"3_15_5","V5","GLPK",1,152,2.1498258,22.6575809,0.0546998,2.9868421,9.0274301
"MOAP","Kirlik",3,225,30,"3_15_5","V5","Gurobi",1,209,1.5390275,32.197615,0.0508064,1.9043062,31.3385131
"MOAP","Kirlik",3,225,30,"3_15_5","V5","SCIP",1,197,1.641211,29.6422487,0.049624,2.0964467,119.1341369
"MOAP","Kirlik",3,225,30,"3_15_6","V1","CPLEXEfficient",1,18,11.2640342,4.556962,0.1361658,20.9444444,0.008522
"MOAP","Kirlik",3,225,30,"3_15_6","V2","CPLEXEfficient",1,24,7.3306748,6.0759494,0.1141545,15.4583333,0.014061
"MOAP","Kirlik",3,225,30,"3_15_6","V3","CPLEXEfficient",1,25,7.0501687,6.3291139,0.1125404,14.8,0.0130301
"MOAP","Kirlik",3,225,30,"3_15_6","V4","CPLEXEfficient",1,202,0.5810873,46.0759494,0.0445528,1.0544554,17.3960142
"MOAP","Kirlik",3,225,30,"3_15_6","V5","CPLEX",1,156,1.1569049,34.1772152,0.0504608,1.6666667,6.2475522
"MOAP","Kirlik",3,225,30,"3_15_6","V5","CPLEXEfficient",1,221,0.4873203,52.1518987,0.0454917,0.8552036,22.458976
"MOAP","Kirlik",3,225,30,"3_15_6","V5","CPLEXEfficient",2,231,0.4371747,54.9367089,0.046357,0.7705628,12.0856719
"MOAP","Kirlik",3,225,30,"3_15_6","V5","CPLEXEfficient",3,229,0.4585044,54.9367089,0.0488171,0.7772926,9.5505531
"MOAP","Kirlik",3,225,30,"3_15_6","V5","CPLEXEfficient",4,238,0.4406878,56.4556962,0.0470301,0.7226891,8.262641
"MOAP","Kirlik",3,225,30,"3_15_6","V5","Clp",1,145,1.2932057,32.4050633,0.0563714,1.8413793,16.8351178
"MOAP","Kirlik",3,225,30,"3_15_6","V5","GLPK",1,30,12.7860947,6.0759494,0.1283709,12.3666667,0.855418
"MOAP","Kirlik",3,225,30,"3_15_6","V5","Gurobi",1,145,1.2269164,32.1518987,0.0544479,1.8482759,21.0962629
"MOAP","Kirlik",3,225,30,"3_15_6","V5","SCIP",1,149,1.2027846,32.6582278,0.0504133,1.7852349,97.004909
"MOAP","Kirlik",3,225,30,"3_15_7","V1","CPLEXEfficient",1,25,13.4439436,2.2542831,0.1206823,43.36,0.0107262
"MOAP","Kirlik",3,225,30,"3_15_7","V2","CPLEXEfficient",1,25,13.1114279,2.2542831,0.1310555,43.36,0.0153461
"MOAP","Kirlik",3,225,30,"3_15_7","V3","CPLEXEfficient",1,27,12.4316997,2.4346258,0.1230801,40.0740741,0.0140471
"MOAP","Kirlik",3,225,30,"3_15_7","V4","CPLEXEfficient",1,539,0.6878042,38.3228133,0.0256563,1.2690167,51.356272
"MOAP","Kirlik",3,225,30,"3_15_7","V5","CPLEX",1,348,2.5577914,23.264202,0.0401282,2.4482759,12.7627201
"MOAP","Kirlik",3,225,30,"3_15_7","V5","CPLEXEfficient",1,677,0.5968561,51.1271416,0.0250998,0.8020679,61.6741121
"MOAP","Kirlik",3,225,30,"3_15_7","V5","CPLEXEfficient",2,678,0.5433773,52.7502254,0.0248048,0.7743363,34.8644412
"MOAP","Kirlik",3,225,30,"3_15_7","V5","CPLEXEfficient",3,674,0.6205134,50.405771,0.0251544,0.8175074,26.2234449
"MOAP","Kirlik",3,225,30,"3_15_7","V5","CPLEXEfficient",4,692,0.5101885,55.0045086,0.0252978,0.7210983,23.1566072
"MOAP","Kirlik",3,225,30,"3_15_7","V5","Clp",1,341,2.0686349,23.7150586,0.0364884,2.483871,34.091146
"MOAP","Kirlik",3,225,30,"3_15_7","V5","GLPK",1,172,4.0959479,11.1812444,0.0478511,5.7267442,9.706213
"MOAP","Kirlik",3,225,30,"3_15_7","V5","Gurobi",1,377,1.7332083,25.9693417,0.0347873,2.1777188,46.754092
"MOAP","Kirlik",3,225,30,"3_15_7","V5","SCIP",1,261,2.1898039,18.4851217,0.0379673,3.4636015,120.057297
"MOAP","Kirlik",3,225,30,"3_15_8","V1","CPLEXEfficient",1,27,12.5763155,4.5454545,0.131486,21.0,0.0093131
"MOAP","Kirlik",3,225,30,"3_15_8","V2","CPLEXEfficient",1,22,12.0673697,3.7037037,0.1200807,26.0,0.0160038
"MOAP","Kirlik",3,225,30,"3_15_8","V3","CPLEXEfficient",1,21,14.4476738,3.5353535,0.1345366,27.2857143,0.012279
"MOAP","Kirlik",3,225,30,"3_15_8","V4","CPLEXEfficient",1,314,0.62799,45.4545455,0.0350836,1.0318471,28.1164949
"MOAP","Kirlik",3,225,30,"3_15_8","V5","CPLEX",1,225,1.482565,29.96633,0.0434091,1.8533333,9.882081
"MOAP","Kirlik",3,225,30,"3_15_8","V5","CPLEXEfficient",1,367,0.4369704,56.0606061,0.0345118,0.7138965,35.238441
"MOAP","Kirlik",3,225,30,"3_15_8","V5","CPLEXEfficient",2,369,0.4262585,56.0606061,0.0336283,0.7100271,19.0833938
"MOAP","Kirlik",3,225,30,"3_15_8","V5","CPLEXEfficient",3,381,0.3784509,59.0909091,0.034253,0.6404199,15.999825
"MOAP","Kirlik",3,225,30,"3_15_8","V5","CPLEXEfficient",4,376,0.3852052,58.7542088,0.0347985,0.6542553,12.842411
"MOAP","Kirlik",3,225,30,"3_15_8","V5","Clp",1,211,1.6474117,27.7777778,0.0437476,2.0379147,23.0244319
"MOAP","Kirlik",3,225,30,"3_15_8","V5","GLPK",1,44,16.2528613,5.3872054,0.133044,12.7727273,1.1119702
"MOAP","Kirlik",3,225,30,"3_15_8","V5","Gurobi",1,241,1.3300132,33.5016835,0.0419871,1.6431535,30.4753389
"MOAP","Kirlik",3,225,30,"3_15_8","V5","SCIP",1,187,1.7573798,26.2626263,0.0456144,2.3475936,119.685277
"MOAP","Kirlik",3,225,30,"3_15_9","V1","CPLEXEfficient",1,29,12.5042327,3.3142857,0.1186472,29.1724138,0.0124872
"MOAP","Kirlik",3,225,30,"3_15_9","V2","CPLEXEfficient",1,29,10.6312131,3.3142857,0.1060732,29.1724138,0.0203421
"MOAP","Kirlik",3,225,30,"3_15_9","V3","CPLEXEfficient",1,29,10.4866148,3.3142857,0.1081747,29.1724138,0.015599
"MOAP","Kirlik",3,225,30,"3_15_9","V4","CPLEXEfficient",1,462,0.6499531,42.2857143,0.027368,1.0930736,48.4454598
"MOAP","Kirlik",3,225,30,"3_15_9","V5","CPLEX",1,336,1.5607675,30.7428571,0.0390873,1.8065476,11.381506
"MOAP","Kirlik",3,225,30,"3_15_9","V5","CPLEXEfficient",1,522,0.5318598,52.6857143,0.0301574,0.7950192,45.5190861
"MOAP","Kirlik",3,225,30,"3_15_9","V5","CPLEXEfficient",2,554,0.5593504,56.4571429,0.0289912,0.6877256,30.1062579
"MOAP","Kirlik",3,225,30,"3_15_9","V5","CPLEXEfficient",3,566,0.5070444,55.8857143,0.0287551,0.6855124,23.713295
"MOAP","Kirlik",3,225,30,"3_15_9","V5","CPLEXEfficient",4,559,0.472866,56.4571429,0.028771,0.6815742,19.1715839
"MOAP","Kirlik",3,225,30,"3_15_9","V5","Clp",1,324,1.4587251,30.4,0.0386439,1.882716,35.0725782
"MOAP","Kirlik",3,225,30,"3_15_9","V5","GLPK",1,210,3.0213934,19.3142857,0.0474534,3.3666667,13.129812
"MOAP","Kirlik",3,225,30,"3_15_9","V5","Gurobi",1,339,1.4741071,33.1428571,0.039489,1.7286136,43.307657
"MOAP","Kirlik",3,225,30,"3_15_9","V5","SCIP",1,260,2.0238834,24.5714286,0.0405108,2.5423077,120.055505
"MOAP","Kirlik",3,400,40,"3_20_1","V1","CPLEXEfficient",1,33,11.2005772,1.3727121,0.0997666,71.8484848,0.0225081
"MOAP","Kirlik",3,400,40,"3_20_1","V2","CPLEXEfficient",1,30,13.2213528,1.2479201,0.1140832,79.1333333,0.0296638
"MOAP","Kirlik",3,400,40,"3_20_1","V3","CPLEXEfficient",1,33,12.5053471,1.3727121,0.0980795,71.8484848,0.0365589
"MOAP","Kirlik",3,400,40,"3_20_1","V4","CPLEXEfficient",1,907,0.6934578,28.5357737,0.019315,1.8974642,120.0603991
"MOAP","Kirlik",3,400,40,"3_20_1","V5","CPLEX",1,625,1.5651512,17.9700499,0.0271413,3.1552,47.9670599
"MOAP","Kirlik",3,400,40,"3_20_1","V5","CPLEXEfficient",1,1011,0.6720982,33.7770383,0.0203071,1.5766568,120.3577769
"MOAP","Kirlik",3,400,40,"3_20_1","V5","CPLEXEfficient",2,1175,0.5479776,38.8519135,0.0186803,1.2510638,111.426034
"MOAP","Kirlik",3,400,40,"3_20_1","V5","CPLEXEfficient",3,1163,0.5499532,37.81198,0.0185116,1.2863285,83.7987318
"MOAP","Kirlik",3,400,40,"3_20_1","V5","CPLEXEfficient",4,1195,0.5606044,38.8935108,0.0190535,1.2292887,70.904417
"MOAP","Kirlik",3,400,40,"3_20_1","V5","Clp",1,604,1.6778475,17.8452579,0.0270043,3.2715232,120.1078429
"MOAP","Kirlik",3,400,40,"3_20_1","V5","GLPK",1,407,3.2168718,11.3144759,0.0358507,5.2407862,52.0640872
"MOAP","Kirlik",3,400,40,"3_20_1","V5","Gurobi",1,619,1.4473869,18.9267887,0.0266808,3.1486268,120.0739801
"MOAP","Kirlik",3,400,40,"3_20_1","V5","SCIP",1,339,2.7427224,9.6505824,0.0333499,6.4129794,120.1046932
"MOAP","Kirlik",3,400,40,"3_20_10","V1","CPLEXEfficient",1,30,11.7737492,1.490313,0.1126814,66.1,0.0231409
"MOAP","Kirlik",3,400,40,"3_20_10","V2","CPLEXEfficient",1,33,10.5844414,1.6393443,0.1046143,60.0,0.0322449
"MOAP","Kirlik",3,400,40,"3_20_10","V3","CPLEXEfficient",1,31,9.8270253,1.5399901,0.1014999,63.9354839,0.0361071
"MOAP","Kirlik",3,400,40,"3_20_10","V4","CPLEXEfficient",1,826,0.6235936,30.9488326,0.020682,1.6840194,120.14362
"MOAP","Kirlik",3,400,40,"3_20_10","V5","CPLEX",1,584,1.4880959,21.4605067,0.0273046,2.7106164,42.338866
"MOAP","Kirlik",3,400,40,"3_20_10","V5","CPLEXEfficient",1,918,0.5821283,37.7545951,0.0211686,1.3649237,120.0506091
"MOAP","Kirlik",3,400,40,"3_20_10","V5","CPLEXEfficient",2,1023,0.4961341,42.7719821,0.0200531,1.1280547,104.9203069
"MOAP","Kirlik",3,400,40,"3_20_10","V5","CPLEXEfficient",3,1033,0.4789777,43.219076,0.0196861,1.107454,82.318265
"MOAP","Kirlik",3,400,40,"3_20_10","V5","CPLEXEfficient",4,1039,0.4853171,43.8648783,0.0199384,1.0885467,72.895772
"MOAP","Kirlik",3,400,40,"3_20_10","V5","Clp",1,527,1.7853404,19.8211624,0.0296093,3.0645161,107.4793332
"MOAP","Kirlik",3,400,40,"3_20_10","V5","GLPK",1,367,3.2663074,13.0153999,0.0364915,4.7711172,41.3048761
"MOAP","Kirlik",3,400,40,"3_20_10","V5","Gurobi",1,588,1.4392072,22.1559861,0.0278332,2.6666667,120.003886
"MOAP","Kirlik",3,400,40,"3_20_10","V5","SCIP",1,328,2.3996488,12.8166915,0.0347926,5.3567073,120.0252149
"MOAP","Kirlik",3,400,40,"3_20_2","V1","CPLEXEfficient",1,36,10.4352705,1.5720524,0.0938468,62.6111111,0.024132
"MOAP","Kirlik",3,400,40,"3_20_2","V2","CPLEXEfficient",1,38,9.4426422,1.6593886,0.0939876,59.2631579,0.037652
"MOAP","Kirlik",3,400,40,"3_20_2","V3","CPLEXEfficient",1,33,10.8902562,1.441048,0.0986654,68.3939394,0.033179
"MOAP","Kirlik",3,400,40,"3_20_2","V4","CPLEXEfficient",1,871,0.6612555,30.0436681,0.0210879,1.8415614,120.1623061
"MOAP","Kirlik",3,400,40,"3_20_2","V5","CPLEX",1,688,1.2862025,21.7030568,0.0256353,2.6075581,53.809587
"MOAP","Kirlik",3,400,40,"3_20_2","V5","CPLEXEfficient",1,1066,0.5571797,38.5152838,0.0201536,1.3227017,120.4026878
"MOAP","Kirlik",3,400,40,"3_20_2","V5","CPLEXEfficient",2,1194,0.4557308,43.930131,0.0192332,1.0762144,113.188473
"MOAP","Kirlik",3,400,40,"3_20_2","V5","CPLEXEfficient",3,1195,0.4556171,43.2751092,0.0189973,1.0878661,90.868716
"MOAP","Kirlik",3,400,40,"3_20_2","V5","CPLEXEfficient",4,1187,0.4670843,43.5371179,0.0191331,1.0901432,74.0262079
"MOAP","Kirlik",3,400,40,"3_20_2","V5","Clp",1,676,1.1827708,22.0960699,0.02494,2.6390533,120.1331952
"MOAP","Kirlik",3,400,40,"3_20_2","V5","GLPK",1,466,2.5167237,14.6724891,0.031937,4.193133,50.9214289
"MOAP","Kirlik",3,400,40,"3_20_2","V5","Gurobi",1,656,1.3154134,21.8340611,0.0263442,2.7286585,120.0985811
"MOAP","Kirlik",3,400,40,"3_20_2","V5","SCIP",1,374,2.4687839,11.4847162,0.0326236,5.4197861,120.128428
"MOAP","Kirlik",3,400,40,"3_20_3","V1","CPLEXEfficient",1,33,10.0822591,1.6450648,0.1021717,59.7878788,0.021158
"MOAP","Kirlik",3,400,40,"3_20_3","V2","CPLEXEfficient",1,35,10.7358901,1.7447657,0.1118215,56.3142857,0.0322402
"MOAP","Kirlik",3,400,40,"3_20_3","V3","CPLEXEfficient",1,34,10.8804191,1.6949153,0.1096985,58.0,0.0333381
"MOAP","Kirlik",3,400,40,"3_20_3","V4","CPLEXEfficient",1,850,0.5586139,34.5463609,0.0213138,1.5458824,120.1530299
"MOAP","Kirlik",3,400,40,"3_20_3","V5","CPLEX",1,467,1.4431982,17.8963111,0.0303145,3.5289079,43.3725429
"MOAP","Kirlik",3,400,40,"3_20_3","V5","CPLEXEfficient",1,881,0.5841441,35.8424726,0.0214473,1.4631101,120.177861
"MOAP","Kirlik",3,400,40,"3_20_3","V5","CPLEXEfficient",2,1033,0.4405961,42.5224327,0.0196622,1.1171346,103.4160368
"MOAP","Kirlik",3,400,40,"3_20_3","V5","CPLEXEfficient",3,1023,0.4216848,42.1734796,0.0193297,1.1348974,79.9838889
"MOAP","Kirlik",3,400,40,"3_20_3","V5","CPLEXEfficient",4,999,0.4450284,42.2731805,0.0198058,1.1601602,66.6624579
"MOAP","Kirlik",3,400,40,"3_20_3","V5","Clp",1,420,1.6655588,15.8524427,0.0326672,4.0190476,105.503485
"MOAP","Kirlik",3,400,40,"3_20_3","V5","GLPK",1,340,2.7283105,12.0638086,0.0362389,5.1882353,48.2837389
"MOAP","Kirlik",3,400,40,"3_20_3","V5","Gurobi",1,485,1.489058,17.6470588,0.0301216,3.4103093,118.4568479
"MOAP","Kirlik",3,400,40,"3_20_3","V5","SCIP",1,304,2.7318209,10.5184447,0.0376225,5.9111842,120.072001
"MOAP","Kirlik",3,400,40,"3_20_4","V1","CPLEXEfficient",1,34,12.4198064,1.3492063,0.1181915,73.1176471,0.0239079
"MOAP","Kirlik",3,400,40,"3_20_4","V2","CPLEXEfficient",1,31,12.6200389,1.2301587,0.1231623,80.2903226,0.029001
"MOAP","Kirlik",3,400,40,"3_20_4","V3","CPLEXEfficient",1,36,12.3701269,1.4285714,0.1211547,69.0,0.0359869
"MOAP","Kirlik",3,400,40,"3_20_4","V4","CPLEXEfficient",1,904,0.7215875,26.2301587,0.0197286,2.0586283,120.1692262
"MOAP","Kirlik",3,400,40,"3_20_4","V5","CPLEX",1,921,1.2790458,26.8253968,0.0255784,2.0043431,65.096885
"MOAP","Kirlik",3,400,40,"3_20_4","V5","CPLEXEfficient",1,1276,0.4731764,41.2301587,0.0185729,1.1661442,120.584527
"MOAP","Kirlik",3,400,40,"3_20_4","V5","CPLEXEfficient",2,1383,0.4385877,45.3571429,0.0181895,0.9978308,120.229284
"MOAP","Kirlik",3,400,40,"3_20_4","V5","CPLEXEfficient",3,1393,0.4444548,46.468254,0.0180412,0.9705671,100.0695288
"MOAP","Kirlik",3,400,40,"3_20_4","V5","CPLEXEfficient",4,1433,0.418967,46.7460317,0.017586,0.939986,84.023932
"MOAP","Kirlik",3,400,40,"3_20_4","V5","Clp",1,729,1.4174416,21.547619,0.0258786,2.7133059,120.1633279
"MOAP","Kirlik",3,400,40,"3_20_4","V5","GLPK",1,550,2.0720349,16.2698413,0.0317347,3.8381818,60.853317
"MOAP","Kirlik",3,400,40,"3_20_4","V5","Gurobi",1,810,1.2851995,23.968254,0.0255756,2.3666667,120.0733941
"MOAP","Kirlik",3,400,40,"3_20_4","V5","SCIP",1,376,2.5733189,10.5555556,0.0330789,5.9973404,120.082824
"MOAP","Kirlik",3,400,40,"3_20_5","V1","CPLEXEfficient",1,28,11.2890886,2.1538462,0.1099267,45.4285714,0.019413
"MOAP","Kirlik",3,400,40,"3_20_5","V2","CPLEXEfficient",1,27,11.1614091,2.0769231,0.1085334,47.1481481,0.0288408
"MOAP","Kirlik",3,400,40,"3_20_5","V3","CPLEXEfficient",1,34,10.7748528,2.6153846,0.1096299,37.2352941,0.0366518
"MOAP","Kirlik",3,400,40,"3_20_5","V4","CPLEXEfficient",1,553,0.7559558,34.3076923,0.0265564,1.5461121,81.361423
"MOAP","Kirlik",3,400,40,"3_20_5","V5","CPLEX",1,315,1.8124765,18.9230769,0.0354701,3.3460317,24.1816311
"MOAP","Kirlik",3,400,40,"3_20_5","V5","CPLEXEfficient",1,647,0.6334309,42.4615385,0.0252106,1.1591963,105.179625
"MOAP","Kirlik",3,400,40,"3_20_5","V5","CPLEXEfficient",2,642,0.6259059,41.4615385,0.0257077,1.1884735,62.9325652
"MOAP","Kirlik",3,400,40,"3_20_5","V5","CPLEXEfficient",3,634,0.6471639,40.3846154,0.0261159,1.2271293,45.352613
"MOAP","Kirlik",3,400,40,"3_20_5","V5","CPLEXEfficient",4,621,0.6933859,40.6923077,0.0262618,1.2447665,37.8128428
"MOAP","Kirlik",3,400,40,"3_20_5","V5","Clp",1,320,1.7662546,19.4615385,0.0351613,3.275,67.96626
"MOAP","Kirlik",3,400,40,"3_20_5","V5","GLPK",1,231,3.1179601,13.6153846,0.0425119,4.8658009,26.6317389
"MOAP","Kirlik",3,400,40,"3_20_5","V5","Gurobi",1,348,1.5641534,21.0769231,0.0343222,2.9511494,70.925384
"MOAP","Kirlik",3,400,40,"3_20_5","V5","SCIP",1,231,2.4237841,14.3076923,0.0398032,4.8225108,120.188729
"MOAP","Kirlik",3,400,40,"3_20_6","V1","CPLEXEfficient",1,31,9.4130311,2.2644266,0.1194645,43.1612903,0.0198579
"MOAP","Kirlik",3,400,40,"3_20_6","V2","CPLEXEfficient",1,34,9.0831236,2.4835646,0.1035929,39.2647059,0.0335319
"MOAP","Kirlik",3,400,40,"3_20_6","V3","CPLEXEfficient",1,30,10.5984418,2.1913806,0.1105079,44.6333333,0.0268819
"MOAP","Kirlik",3,400,40,"3_20_6","V4","CPLEXEfficient",1,595,0.4885932,35.7925493,0.0241864,1.4773109,86.027247
"MOAP","Kirlik",3,400,40,"3_20_6","V5","CPLEX",1,328,1.5363148,18.4075968,0.0332722,3.4054878,25.0996959
"MOAP","Kirlik",3,400,40,"3_20_6","V5","CPLEXEfficient",1,682,0.4414615,42.9510592,0.0232835,1.1451613,110.151679
"MOAP","Kirlik",3,400,40,"3_20_6","V5","CPLEXEfficient",2,674,0.4704906,41.8553689,0.0233502,1.1810089,67.864753
"MOAP","Kirlik",3,400,40,"3_20_6","V5","CPLEXEfficient",3,678,0.4669173,42.7319211,0.024093,1.1563422,51.7675049
"MOAP","Kirlik",3,400,40,"3_20_6","V5","CPLEXEfficient",4,713,0.4406346,44.0467495,0.022764,1.0743338,45.4528809
"MOAP","Kirlik",3,400,40,"3_20_6","V5","Clp",1,326,1.2784191,19.5763331,0.032439,3.3773006,80.5699239
"MOAP","Kirlik",3,400,40,"3_20_6","V5","GLPK",1,235,2.4152658,13.6596056,0.0421451,5.0297872,30.7498882
"MOAP","Kirlik",3,400,40,"3_20_6","V5","Gurobi",1,364,1.2497739,22.7173119,0.0328257,2.9065934,76.4237339
"MOAP","Kirlik",3,400,40,"3_20_6","V5","SCIP",1,246,2.0990756,13.7326516,0.0385613,4.800813,120.0607769
"MOAP","Kirlik",3,400,40,"3_20_7","V1","CPLEXEfficient",1,30,11.1475898,1.5715034,0.1048464,62.6333333,0.021009
"MOAP","Kirlik",3,400,40,"3_20_7","V2","CPLEXEfficient",1,31,11.9735413,1.6238869,0.1205053,60.5806452,0.030479
"MOAP","Kirlik",3,400,40,"3_20_7","V3","CPLEXEfficient",1,31,11.5229021,1.6238869,0.1051705,60.5806452,0.0283859
"MOAP","Kirlik",3,400,40,"3_20_7","V4","CPLEXEfficient",1,795,0.6454313,32.006286,0.0209085,1.6339623,120.1255019
