-697.0437079621415	158.9698484043767	-346.9875240142239	-417.85704897864343
-593.6078886015482	-331.540157218055	117.93084414145585	85.68598702717443
-588.6522925214508	-348.76428032875356	-316.384099658904	29.11362163390408
-580.9986768597762	-321.56885391113394	-451.6352603546099	-33.31701486806637
-578.5322962348753	-402.6589876746648	-461.5321469979657	-40.835582506222266
-571.4158265601893	-393.03656883806275	-451.63526035460995	-43.04218549324963
-560.9728335278943	-233.72286955769812	-517.3961873261562	-29.06836294983208
-560.0947074380002	-233.60763585823844	-517.5981582851052	-29.869194932934448
-558.2888853329127	-167.644694753302	-164.9884326846646	-232.4196647945647
-530.6089140887357	-382.7689681737545	-503.5037813061297	-39.514029615272776
-526.5502654604383	-272.60765917307936	-289.14109983740684	-531.727483914661
-526.3089558205702	-341.4073776929822	-475.7603098374482	-254.99534651146024
-522.6016799635131	-540.580873409993	264.37914015908	22.029311487875617
-518.8291317434754	-372.7341645193962	-452.7479359390054	-375.8384111241951
-517.7643506249467	-255.0022441925862	-400.47585490640984	-567.3684763905624
-514.2033478597598	-356.90535646481834	-99.35584055342798	-418.74500635299756
-514.094597362976	-255.00224419258623	-399.3197832169632	-563.6827611049332
-507.9401241328952	-343.697699890471	-74.62687112084706	-560.9507119386637
-507.89701555275326	-344.08070617906685	-72.98907103825137	-561.016393442623
-507.64	-343.56	-74.16	-562.12
-506.42272604449477	-337.2472560701005	-431.98463656600234	-560.8166295662468
-503.24521137917327	-447.5971150538216	-132.38946824081302	-414.4757259482099
-483.8699456443062	-413.1167354529985	-248.52239190041155	-160.01268276803142
-477.0068637713007	-273.7652387844628	-519.7031810475564	-326.4104921427331
-476.98538911057057	-272.8329035649815	-533.0995869972471	-329
-470.5296639928196	-8.915740589034229	-552.4305550174614	63.24984831100059
-470	-14	-544	60
-466.296320156884	333.55483107001453	-553.9111430105518	199.19870836624168
-465.34005107201466	-415.2757567699483	-15.732033548418343	-528.7247369972176
-464.82768213096756	-414.66175397104564	-16.616792185262824	-528.9766033653714
-454.81262537543114	8.03260960300922	-501.8577555659592	-366.9512166962768
-453.97107910726356	-434.8483891631721	-519.7031810475564	-356.1739818576689
-451.5572245084738	-38.6130329268516	-489.29549544478715	-563.2531933751009
-449.4192222429788	-390.62608788926667	-485.131245483778	-563.2531933751009
-434.7037483788137	-7.571427994980297	-557.89546933316	-319.48021973042404
-434.39447537874855	-442.4474737792479	-516.7395088752717	177.29601112531662
-434	-5	-560	-325
-424	-15	-554	-329
-424	187	-554	-336
-422.2568251605708	188.27369626082327	-552.7310849127587	-337.8203224827062
-422.25682516057077	-318.0647433611454	-528.4880094856987	-352.98032985568454
-413.9182240778611	-214.43886129984742	-521.997003229267	-527.5326310068282
-399.8744845665808	-102.92102604247262	-563.1739957581992	-541.1170773445962
-394.22868817562534	-56.798782536911446	-580.0776755249577	-350.3846763150083
-361.32884278439707	-492.219121765664	-532.62182763547	-136.0456341906491
-270.3249835220082	-186.66228135377963	-574.3411866197769	-454.95787672076017
-269.9944286612387	-187.23255519204977	-576.670878985173	-454.95787672076017
-260.1571629229097	-479.9347466287196	-519.7031810475564	-264.3915711597706
-251.54124134901207	-439.3061211997496	-492	-465.2885856488082
-251.5151155036075	-438.97565242809816	-489.6016284877822	-466.9732462351284
-235.56196049297114	-275.4667257808652	-556.9526807944561	-454.9578767207602
-214.56806501732996	-331.85502569618745	-15.071112704673112	-579.3792279192064
-207.61616992465912	-425.3404947614473	-539.7499191001334	-466.9659967257508
-187.93143087082862	-319.8208520155277	-566.0661148440338	-474.4059480018866
-91.27491933081242	-594.1706655363797	484.9116615454497	-512.2908047112631
