-730.5965909090909	83.20359848484848	-224.23958333333331
-730	83	-225
-728	277	-437
-716.9592905405405	-147.1087837837838	-363
-716.3488943488944	-147.81423306423306	-363.43866268866265
-713.0442734975397	51.43161552607127	-388.91373975601255
-709.3005563810245	55.14779084346233	-389.4206115062957
-703	-248	-160
-654	53	-543
-644.0179137898862	-0.5604279405361723	-480.4913852086832
-632	-253	-395
-628.0227686703097	42.138433515482696	-527.2668488160291
-583.6610835940253	-24.15900892854558	-431.2795711137634
-583.2132910477255	-28.63856601663791	-426.3055090178236
-580.1303919035088	-120.71932040524648	-399.8774108315358
-580	-122.28785804269198	-398.28518286789244
-578.5899348780232	-121.90585387015301	-398.39657346652524
-578.0368971489474	-30.992115196731497	-435.5197375432987
-577	-121	-400
-576.221859685851	-122.87039262059145	-398.5047332299347
-565	-23	-441
-563.5544271299607	-87.17653691316225	-465.10133555086895
-559.199550447198	-130.140530078751	-428
-559.0318240019942	-143.61382873848456	-418.4410658236168
-556.9000900090009	-134.34653465346534	-429.1602160216022
-551.1948297263514	-146.6551199689897	-399.41604566182207
-536.7087866811694	-243.18878927802768	-536.1271901699997
-536.422030462517	-246.01135680323347	-536.7454017965074
-530	-160	-542
-519.5029013539652	-318.3133462282399	-295.8500967117988
-514	-311	-296
-507	-353	-351
-506.88818565400845	-349.42721518987344	-410.2299578059072
-505.4350341925302	-442.9889531825355	-42.47816938453446
-505.0245407000134	-443.97747083277454	-42.65911224352957
-494.41791092166295	-292.38698122607445	-442.0936117071498
-472.8954441275498	-330.8769377728406	-449.1426548736079
-469.95017079039906	-332	-443.0059358794384
-468.7325093353242	-332.5894178237793	-443.00348962115754
-465.52616893124673	-322.7383497741886	-449.5035141782375
-465.13002888038153	-262.31553495869434	-483.5966149506347
-464.85050121902145	-432.8168982412952	-251.638054181362
-462.99999999999994	-438.0172811059908	-249.75115207373273
-462.95652173913044	-438.2173913043478	-249.82608695652172
-460.6989949677836	-262.55150892698435	-485.9933054006533
-460	-265	-483
-459.49931431013385	-433	-253.60034964355782
-444.75175668589407	-398.2424750917672	-359.5425275301521
-443.7166264575794	-402.91308135638656	-362.449839163651
-442	-435	-268
-437.4090909090909	-154.63636363636363	-542.1818181818181
-435.12577497217774	-5.754603831806911	-625.6808548555184
-433.125	-251.48863636363635	-500.54545454545456
-433.009769202706	-8.380872437601376	-625.9543627346529
-433.0042815802584	-360.64848476863284	-580.6508746701502
-432.7752296313107	-13.442773904632865	-627.5315955486777
-429	-455	-312
-421	25	-642
-419.84119271120926	-448.88404196576477	-402.9912755383766
-419	-550	53
-409.05069439082473	-454	-399.4115776905179
-400	-527	-74
-387.5368169594969	-427.0198615383148	-451.6105614431858
-387.46017351646447	-426.52687315478306	-454.4110331704886
-387.27272727272725	-430.8181818181818	-454.5454545454545
-383	-71	-638
-376.4035497493625	-434.1112576044546	-461.66552446476015
-373.6603834647657	-470.0767818295017	-465.9793812948031
-369.93464401146673	-383.5220868691179	-470.4914150791926
-366	-384	-471
-365	-232	-612
-363	-517	-382
-326	-455	-485
-302	8	-706
-301.8810373083968	-485.07500241010314	-385.0088691796008
-299	-483	-386
-299	-448	-521
-297	-534	-66
-290.91917670682733	-551.2796184738955	-396.58885542168673
-289.2544373730693	-552.0121587015144	-395.60369371066156
-287.83502508236734	-553.0662740172003	-395.62003817423806
-287.6869702174479	-553.0187906292633	-395.68510238742374
-287.20656588447656	-553.5439981949457	-392.93388989169677
-282.1224572823434	-569.0614965567883	-402.40066780448115
-260	-610	-235
-255	-587	-264
-253.42349129283363	-588.381680844234	-264.9736578123746
-241.39446444085888	-266.898696785404	-612.7151297008812
-240.08490708128505	-501.69156607082857	-472.2923826841914
-239.2145171743357	-501.9546338302009	-469.3143227478937
-237.37042394580993	-261.3198328700887	-614.2588794721446
-231	-596	-372
-225.68258004600324	-264.74250517964714	-645.984293327419
-220	-600	-344
-212	-510	-442
-211.82738095238096	-621.0892857142858	-383.05952380952385
-210.73501893552003	-559.9046651586334	-504.50848064706327
-209.36213769044338	-563.4843789255801	-507.1018435305191
-192	-654	-403
-180.20738481194223	-428.68432315587495	-562.6247669760196
-175.36425978562377	-423.66263997808295	-605.0088353138591
-175.32207637231502	-423.72255369928405	-604.9914081145585
-171.46664632343266	-694.5146431324512	-171.27797270955165
-171.11412665274878	-694.4836464857342	-171.71537926235212
-171.00000000000003	-694.735542560104	-171.27797270955165
-171	-695	-169
-170.85132382892058	-694.8391038696539	-171.05702647657841
-170.7487652288443	-694.839103869654	-171.0617320411925
-170.74876522884426	-695.2130391834047	-171.4082976621666
-161.4177439290171	-40.612245893779075	-680.8806054907377
-161.4177439290171	13.853590307586444	-717.9745619674547
-159.46596274714798	9.126627428072197	-720.7041292790536
-158	-42	-676
-154.83799023129114	9.126627428072183	-711.2721780137264
-134	-661	-315
-100.88694888602541	-92.58241287169514	-657.5048702555848
-97.34752043622085	-581.483020606038	-499.9979389309425
-94	-584	-499
-79	-672	-181
-77	-144	-655
-76.69168971421045	-143.73982615566968	-656.0349005663111
-76.60824000060187	-144.63648068669528	-653.7091306994018
-76.53941075245157	-144.63648068669528	-654.1285091668556
-67	-457	-589
-63.18032786885246	-143.422131147541	-687.4795081967213
-61.00000000000001	-141.76923076923077	-688.4835164835165
-61	-145	-685
-60.999999999999986	-141.82586275287582	-688.2385957953193
-57.5227501341018	-145.0639706632471	-687.8343401479342
-56.42257882882883	-143.8338963963964	-689.2176238738739
-52.63015267430687	-91.22479621669993	-712.02543782152
-51.63186551670374	-87.13541880369935	-713.0452449142042
-51	-687	-319
