-748	-47	-522
-747.2000000000011	-47.51764705882425	-521.8509803921578
-747.0796460176991	-47.56637168141597	-521.858407079646
-710	-73	-545
-682	-204	-371
-664.8260869565215	-450.80193236714956	229.34782608695662
-664	-451	229
-660.1766023511177	-367.20940990922855	-151.14802320186408
-657.7477025270068	-367.48420741808854	-149.49335573714757
-653	-347	-296
-644	-496	-169
-641	-262	-360
-626	-439	-327
-618	-119	-494
-595	-665	10
-594	-309	-688
-588.3431282166705	-465.9827746480902	-507.8694866363004
-581	-607	-193
-571.3223600150324	-591.0940999624203	-540.6638105975196
-571.3223600150321	-591.0940999624202	-540.6638105975197
-571.3223600150318	-591.0940999624202	-540.6638105975198
-571.3223600150309	-591.09409996242	-540.6638105975202
-571.3223600150296	-591.0940999624197	-540.6638105975205
-565.9932849763125	-586.8046431861218	-540.9105914225297
-565.0855298305061	-591.8213739754341	-276.1177095702252
-545	-605	-194
-520.9467485919104	-454.2780337941633	-575.1908175456567
-484	-607	-325
-464	-651	6
-445	-621	-212
-425	-626	-61
-422.00000000000006	-678.2945720448313	-83.46697868637813
-422	-679.3583897308213	-84.29529999022975
-419	-681	-86
-410	-689	-2
-400	-502	-552
-396	-592	-407
-391.3493081628355	-493.6352595396504	-568.1892245183395
-378	-472	-654
-342.32265002828103	-595.1726646373177	-339.9999999999991
-342.01045666403957	-593.9999999999998	-339.9999999999997
-340.8612883196263	-601.9999999999998	-336.95991836133464
-338.7512015366168	-605	-340.84777968956814
-327	-587	-659
-302.6060508529128	61.46464971569575	-758.9988198691127
-302.60605085291263	61.464649715695806	-758.9988198691128
-298	-744	-423
-266	-755	-232
-262	-41	-750
-262	-37.48998619635685	-750.1900156900041
-261.8191710667611	-41.32246066169057	-752.4429066064775
-259.1059349453646	-42.17957192706544	-750.1862436722859
-259.07430149283834	-41.3224606616906	-750.8306309259633
-251	-219	-692
-190.2600810152345	-765.2362750762885	-137.4776307900647
-190.26008101523337	-765.2362750762895	-137.4776307900645
-53.56410256410259	-60.58974358974359	-696.8461538461538
-53.564102564102555	-60.589743589743605	-696.8461538461539
