-867.3443955299696	145.9970287187442	-239.58453404411046
-863.3076923076924	145.30769230769232	-235.84615384615384
-860.5	144	-232.5
-858.8685559240278	142.81368706662647	-240.84715104009646
-846	-103	-209
-825	-117	-368
-808	-141	-335
-796	117	-472
-781	-221	-277
-764	-156	-411
-760	-185	-306
-757	-314	310
-750.9858608568986	-287.19880300199503	-540.9893758510402
-746	-347	-436
-720	-391	-386
-706.3374642516683	-96.57578646329839	-600.4022878932317
-705.5825368121932	-98.80185998450011	-602.3936967191939
-700.0728155339806	-463.1248520009472	-11.31559318020365
-680	-333	-490
-678.3007366842688	-296.4698480996153	-547.0408761979268
-677.0854357798165	-140.84805045871562	-550.0659403669724
-675.7914308454192	-318.5754333215423	-541.8231782808631
-675	-449	-230
-672	-297	-546
-669.977609408161	-320.5580163034568	-532.1020104637137
-666	-400.7692307692307	-369.46153846153845
-665.7096774193549	-400.9255583126551	-369.49727047146405
-664.5245901639344	-352.7049180327869	-557.5409836065573
-661	-401	-367
-660.3636363636364	-266.6060606060606	-674.9575757575758
-657.8031464798686	-274.7861003885847	-674.0494457560511
-656	-415	-326
-652.875379941011	-276.7131726118904	-672.6450282766782
-637.2262962182056	-480.6379041996512	-187.49220831496427
-637	-468	-317
-636.3349339735894	-484.7130852340937	-193.19567827130854
-633.5728107576256	-489.73303106306366	-780.7186639885065
-633.5728107576256	-489.2779493020979	-781.0236770148018
-633.5728107576256	-487.00388171134415	-781.3649837684526
-633.5728107576255	-489.64244080997827	-780.8737353556987
-633.5728107576255	-489.08811711738576	-782.0324892075001
-633.5728107576255	-488.86848146933426	-782.2789439160381
-633.5728107576253	-489.7330310630638	-780.7186639885065
-633.5728107576253	-489.7110905420667	-780.8778109699915
-633.5728107576253	-489.6424408099782	-781.0467180020644
-633.5728107576253	-489.27794930209797	-781.7926545914986
-633.5728107576253	-489.08811711738576	-782.0324892075002
-633.5154992548436	-489	-782.2031296572279
-633.4771006779083	-489.08811711738576	-782.1523342757007
-633.3132284967203	-489.2779493020979	-782.0723362410872
-633.3132284967202	-489.277949302098	-782.0723362410871
-632.9111574699848	-490.12867548866194	-780.4553699955542
-632.9111574699848	-489.72658387364146	-781.0039204635311
-632.9111574699848	-489.6424408099782	-781.9504414049275
-632.8354298668194	-490.15742181478817	-780.4919465345203
-632.8354298668194	-489.72658387364146	-781.8899252031208
-632.8354298668194	-489.7110905420667	-781.9274832627914
-632.8215816754148	-489.72658387364146	-781.9096488572634
-632.8159134523239	-489.73303106306366	-781.9018591939513
-632.8159134523237	-489.7583318795285	-781.0002686975959
-632.8159134523237	-489.7330310630638	-781.9018591939512
-632.7936695468456	-489.7583318795285	-781.8712900840837
-632.4680718236486	-490.12867548866194	-781.4238312247194
-632.442798704021	-490.3064652676549	-780.6815879390422
-632.442798704021	-490.1574218147882	-781.3890991597339
-631.7391304347826	-489.69565217391306	-782.0869565217391
-630.8668196498384	-490.8553459119497	-781.110771148507
-629.0840336134454	-491.2689075630252	-780.2016806722689
-629.0840336134452	-491.26890756302635	-780.2016806722689
-628.748427672956	-490.8553459119497	-781.1886792452831
-619	-590.5	-102.5
-615.1428571428571	-589.2650793650794	-104.3730158730159
-614.0620269427467	-589.5492760918762	-105.94934596571576
-612.8013095092399	-588.4967568229102	-107.51670542161301
-612.331154684096	-590.16744475568	-104.3730158730159
-612.2790697674419	-590.1860465116279	-104.32558139534885
-607	-519	-287
-607	-517	-307
-605.3413705583757	-533.3540609137056	-576.5672588832488
-605.3076923076924	-533.3986013986014	-576.5454545454545
-603	-553	-328
-527.2488038277512	-654.8803827751196	-270.3492822966507
-527	-655	-271
-525.3278210116732	-523.1070038910506	-579.8511673151751
-499	-542	-524
-499	-501	-661
-498	-677	-265
-488	-658	-310
-484	-546	-354
-475	-515	-744
-469.26328466866823	-599.7383244049371	-542.1194491866329
-464.49202486560625	-599.805632369533	-541.2691266803826
-463	-565	-555
