-592	144	-61	-162	154
-590.625	-144.5	-18.25	139	-87.25
-587	140	-166	-46	-43
-586.1713368036327	143.47945508915717	-163.16358400708828	-49.77827001882824	-41.877173551888376
-575	82	-359	203	343
-571	163	-280	138	533
-569	80	-206	-342	59
-568.9206349206349	78.55873015873019	-206.39365079365075	-344.18412698412703	55.006349206349185
-562	-124	-295	190	133
-561	232	-248	-148	261
-560	-22	-33	108	-219
-559	-80	-135	14	-63
-552.8461538461538	-70.61538461538461	-305.1538461538461	100	37.15384615384616
-552	-70	-305	101	37
-547	54	12	-102	-28
-545.8352344740177	175.16730038022814	-442.92141951837766	72.58301647655259	7.494296577946763
-544.45	-273.95000000000005	-235.25	82.80000000000001	-177.2
-544.1	-14.300000000000011	-145.6	71.19999999999999	-105.2
-544	-14	-146	72	-105
-544	176	-447	74	6
-543.688524590164	176.76844262295083	-448.5368852459016	71.18852459016398	5.262295081967224
-543	90	-90	-182	45
-540.7674418604652	-276.83720930232556	-238.67441860465115	85.76744186046511	-173.37209302325581
-539.8833830104322	-277.3353204172876	-239.82861400894188	87.0182563338301	-172.9128166915052
-539.8461538461538	-276.61538461538464	-241.15384615384608	87	-172.84615384615384
-539	-276	-241	88	-173
-538.9709395057663	-273.9142595688819	-241.37732460435222	89.07238611630183	-173.17691580752341
-537.7534246575342	103.53424657534248	-479.4657534246575	-70.21917808219177	-203.63013698630135
-537	-4	-316	159	-5
-536.9391634980989	107.1977186311787	-479.71102661596956	-64.95437262357416	-202.39163498098858
-531.6501902356364	96.13837644275347	-208.96578955782203	-219.52022252773605	155.98634779550468
-530	-34	-164	36	144
-527.6316453699321	179.7179365830573	-185.71620129357942	-537.5412525634958	178.94525950465373
-521	-58	-381	254	-12
-521	178	-188	-532	184
-520	108	-373	-131	259
-519	-22	-172	-116	455
-518	210	-111	-213	-93
-518	398	-308	-184	48
-516	392	-310	-339	17
-515.8074990381365	74.8654207132947	-14.09702580126148	-87.71400589942988	-103.67338610952419
-515	81	-385	-147	143
-514.6935270805812	71.66789960369883	-17.79313077939235	-86.28428005284016	-103.03196829590489
-514	-26	-277	0	258
-514	32	-513	235	-7
-514	91	-176	-3	-2
-513	248	-92	-569	77
-512.0697674418604	0.65116279069764	-37.69767441860468	-234.93023255813952	-304.48837209302326
-511.8301886792452	0.03773584905650296	-38.35849056603785	-234.43396226415086	-303.943396226415
-511.1092233009708	1.1844660194174992	-43.3398058252427	-232.10922330097088	-302.63592233009706
-510.0722795869738	-2.902303415409051	-41.53852263701351	-231.8284352660842	-300.81890389197775
-506.6501902356364	216.1383764427535	-229.96578955782206	-250.52022252773605	17.986347795504685
-506	258	-262	-482	177
-505	4	-47	-226	-303
