-777	33	12	-228
-769	-80	-179	-191
-761	253	-30	-324
-747.6205665383737	-66.22831477989868	-341.96984566585877	-241.09262159569653
-735	-194	-424	-175
-734.8143564356435	-194.41831683168317	-425.7079207920792	-175.42326732673268
-730	-308	-103	137
-727	-325	-150	71
-725.3831012962073	-386.54728756601054	-298.41574651944313	-59.49735957753239
-719.1052687827295	-39.433792882334075	-316.5571764454419	-405.80410387944846
-712	81	-159	-529
-704.9260012714558	-35.12549268912909	-350.9369993642721	-494.8850603941513
-704	-409	-275	-108
-696	-361	-268	-226
-696	301	-201	-625
-695	-282	-221	-239
-694.4151351351351	-379.3654054054054	-316.6248648648649	-294.46162162162165
-691.5597654488047	-286.75597654488047	-369.21425349571496	-83.42399639152006
-684	27	-459	-161
-683.6961028192371	-16.239842454394704	-511.16645936981763	-539.9278606965174
-678	-122	-259	-348
-678	-10	-512	-533
-672	-43	-203	-515
-668.7733056632626	-253.5661078040522	-498.89394353121077	-379.32231991698984
-667.005437737901	-261.84031176363965	-339.0340764908465	-251.57930034439005
-658.1861234077335	-261.973200542221	-623.0889345290175	-238.9155488464266
-653	-365.25	-409.5	-321.25
-651.7225866183263	-123.00134738480762	-523.5640573119899	-308.01382042379737
-651	-422	-129	48
-649.6718903546648	-498.5499463982609	-445.76289419612283	79.7391307584646
-639.5093457943925	-135.97196261682242	-521.247663551402	-333.74299065420564
-636.448132780083	-288.34854771784234	-547.3319502074689	-266.81742738589213
-630	-509	-527	-71
-623	-236	-536	-379
-598	-552	-59	255
-597.3640349586558	-424.591795897949	-426.39652179030696	-99.53311950092694
-589	-226	-416	-404
-586.5909289140864	-228.56498037505452	-415.09321849105976	-409.2666812036633
-580	-607	-124	66
-577.9010936757013	-445.26204988544504	-406.55291142523663	-150.72692690096397
-570	-669	-334	66
-568.3420054200542	-297.95338753387534	-611.189701897019	-184.24336043360432
-565.0354751745193	-531.9151952295085	-438.3846922925854	132.89277106282694
-563	156	-342	-546
-562.2755366878818	-405.20761970564655	-481.13078376139924	-102.08619116585393
-561.1111111111111	-237.9925925925926	-589.9777777777779	-446.3703703703704
-552	-693	-313	14
-545	-62	-286	-490
-541.4666666666667	-271.2666666666667	-580.4666666666667	-352.66666666666663
-539	-551	-356	110
-534	-311	-569	-242
-531	150	-281	-723
-527	-342	-511	-261
-523.0664331713931	-295.30979550333296	-588.2691221330923	-331.62309343576993
-520	-295	-589	-329
-519	-294	-504	-379
-517	-33	-255	-693
-516.8278495072828	13.877268543547729	-660.0920556484606	-57.519656638594654
-512	-44	-337	-491
-511	-627	-357	-105
-507	-253	-631	-353
-507	-194	-283	-613
-506.6856449610653	-529.4748335402325	-611.8554339239363	-49.46727231689425
-497	-53	-381	-542
-495	-480	-603	-164
-480	-162	-305	-532
-475	-148	-642	-38
-472	-307	-133	-441
-469.3270148710394	-212.2482776335621	-443.4574639281182	-454.4189968937865
-469.3270148710394	-212.24827763356208	-443.4574639281182	-454.4189968937866
-463.8666666666666	-463.1037037037037	-652.8148148148148	-168.8740740740741
-462.2318395642486	-394.8454567962367	-429.4296112899233	-329.9163654369893
-462	-462	-654	-165
-458	-395	-428	-326
-458	-293	-638	-241
-457.5	-293.3333333333333	-638.5	-241.83333333333334
-450	-555	-41	-278
-449	-215	-659	86
-442.6796875	-458.8359375	-347.390625	-287.6640625
-437	-60	-316	-549
-436	-541	-546	-78
-425	-204	-239	-553
-410	-670	-468	90
-406.7310811124794	-391.877367039197	-342.83351533880125	-343.31321204798746
-403.9861220532089	-56.36658384340343	-418.9425489364281	-556.3810072116842
-388	-261	-373	-470
-387	-478	-633	-223
-386.74169854628923	-478.92456006120887	-632.9856159143076	-225.95103289977047
-386	-653	-192	-69
-386	-564	-457	-12
-384	-485	-302	-255
-380	8	-286	-571
-378	-298	-410	-351
-371.0537449971412	-438.9353916523728	-626.9634076615208	-378.7455688965123
-370	44	-288	-564
-369.12591123233324	-271.43406893131663	-611.1282915943467	-456.4294569799157
-368	-677	-171	-121
-367.5549453435068	-73.64406881391287	-226.26133081245735	-666.9946431384906
-367.0257757509666	-128.1993655199762	-691.9437394666402	-100.89065133339945
-363.4369374774991	-117.1534261370455	-599.1048841953678	-511.9933397335894
-362	-124	-693	-97
-360.4605341246291	-398.5210682492582	-142.71157270029673	-398.2178041543027
-360	-532	-342	-107
-353	-399	-142	-393
-348	-584	-430	78
-348	-244	-658	-96
-344	-10	-396	-558
