-665	175	42	4	4
-607.852526578129	147.66621122486208	-57.24224313359667	20.035310401833186	-1.236402770741348
-607.4712110148259	147.43548746188864	-57.1756126473735	20.23523829716327	-1.631018211955345
-589	154	-46	35	-3
-559.4675368885221	-302.79353493771595	-22.690192798879906	-284.32518916549026	-358.4076452420512
-539.423805658553	-278.3548614483591	-70.9831385069848	-359.22132381532396	-252.0244494889325
-509	-63	-288	101	174
-508	-3	-212	67	69
-508	7	-441	149	-121
-508	195	-235	-32	62
-508	230	-222	-62	-60
-507.8211888489293	-158.12907531413174	-322.77739771585146	-269.44628943088605	-324.0590557190102
-501	95	-410	100	28
-485.2041404485244	-292.6986803054593	-341.17579968979805	-305.892057698702	-445.98197597257587
-485.1407734563863	-22.250501095674515	-385.0971243237106	-120.68290387144799	-96.5041177060107
-483	33	-485	78	-17
-481.501242715981	-34.088752375097386	-191.50089738805104	-150.22100987513994	-504.08521392523267
-476.82182181264466	-203.79776334421544	-307.9034752510153	-355.7982484141464	-293.4830088004354
-475.57211523107765	-206.23209101595413	-301.03119335195487	-347.3287129885761	-287.97377937595866
-474.89888347654755	-159.33211099556672	-438.4912976848558	-160.14607848503093	-410.48379946363093
-474.24787071051577	-325.5493568658404	-105.6274756881369	-431.0855239265085	-158.12160752947676
-473	-72	-460	29	-249
-473	114	-502	170	-166
-471.74728802647746	-326.88581087442526	-96.68316854514423	-427.1443226556971	-155.57523788169192
-471	68	-408	-195	-155
-469.78324759941313	-130.46238337139187	-525.2863448638813	226.48569627056054	215.83613033860206
-469.31186450203063	-130.21417532513846	-525.4423128548857	225.8524691504791	215.8865269351063
-469.2016227854152	-368.06780863571254	-359.1932275655582	-151.11999472168756	-495.85114597846353
-469.0201762431268	-368.3374107288166	-358.91955880403583	-152.3271466700516	-494.7848977799924
-467.3815062021449	-191.16197880244303	-416.5978537903578	-190.95936887770625	-183.29720887168
-467.3281420179146	-190.85627140342794	-416.93251696881816	-190.603745984701	-183.69309262416377
-464	37	-470	-11	-320
-462.3270309726869	-269.44345128276103	-388.28315334943477	-376.76512051183283	-340.8845009750304
-462.32378505044795	-269.42422265692704	-388.2650547140413	-376.78562026006506	-340.90517495024034
-448	-46	-504	-42	-145
-447.7552404879227	-343.3625795196824	-83.24598917634216	-183.19605449342978	-432.74381307293487
-444	-308	-460	4	-167
-444	-122	-502	145	-84
-443.68599796656724	-343.4662255229619	-404.251834814509	-224.91459553090098	-394.8099812562826
-437	-220	-429	-45	-18
-433.2144456427567	-26.109566866822604	35.31566278560238	-337.2127188726172	-479.80983318560084
-433	-117	-466	125	114
-427	127	42	-495	-84
-424	-194	-434	-56	-40
-424	-62	260	-381	-163
-424	-27	273	-411	-285
-424	171	250	-510	-292
-422	88	83	-523	-259
-421.30555234698664	-380.44436957908	-128.1592288087411	-332.10841806472087	-103.19022384147377
