932608.4800000001	882275.759999999
933036.48	877977.76
934192.5800000002	876971.759999998
934538.48	868571.76
935252.6000000001	867764.1400000001
936122.58	863267.76
937075.3800000001	860709.76
938291.6000000001	858399.44
940145.28	853266.86
940472.18	852678.26
941361.5	850956.54
941688.3999999999	850367.94
943925.98	849757.2599999999
945142.2	847446.94
950684.6	846414.44
953320	846371.24
990453.5000000001	831923.8400000001
992539.7000000001	825117.1399999999
993492.5	822559.1399999999
994853.3	814533.5399999999
995651.5	814004.6399999999
1000343.1	811606.6399999999
1005885.5	810574.1399999999
1006643.1999999988	809984.54
1013693.5999999972	808698.6400000001
1017334.3999999982	808446.54
