-784.4898674064466	554.9898167770871
-774.4898674064466	269.989816777087
-753.00700345723	216.26330989800036
-716.7859075814755	207.58326301325008
-715.5305063475562	-1.7634647937088062
-714.9914548413133	-2.3559042399751036
-694.00700345723	-55.73669010199964
-658.8384022382235	-63.64463442790185
-569.9914548413133	-136.3559042399751
-557.9914548413133	-190.35590423997508
-546.9914548413133	-204.35590423997508
-534.9914548413133	-258.3559042399751
-514.00700345723	-311.73669010199967
-478.83840223822347	-319.64463442790185
-454.53050634755624	-342.7634647937088
-453.99145484131327	-343.3559042399751
-433.00700345723004	-396.73669010199967
-386.2840459746854	-404.4577346306336
-358.8173374613003	-426.60681114551085
-316.8173374613003	-492.60681114551085
-285.99510955109497	-545.333716549255
-265.00700345723004	-598.7366901019997
-219.60161519712008	-606.5091732200209
-203.00700345723004	-646.7366901019997
-182.53050634755624	-647.7634647937087
-161.00700345723004	-701.7366901019997
-115.6016151971201	-709.509173220021
-40.00700345723003	-716.7366901019997
-18.25872838669495	-752.5047838040683
-17.00700345723003	-784.7366901019997
0.7412716133050594	-789.5047838040683
1.8104691789457235	-803.7984627791909
20.81046917894571	-840.7984627791909
66.72058396820985	-847.6438888035773
82.81046917894571	-888.7984627791909
128.72058396820987	-895.6438888035773
340.8104691789457	-921.7984627791909
386.7205839682099	-928.6438888035773
