-783	326	297
-773	411	192
-768.9642857142857	-25.464285714285722	104.28571428571428
-768.3470760035318	-24.967533790667666	103.98498947225431
-734.7027888446215	-12.127490039840666	-133.3410358565737
-733	-11	-134
-732	-312	178
-708	-345	-328
-668.0833333333333	-478.5	142.25
-668	-477	142
-642.3745819397993	-42.7257525083612	-421.89297658862876
-641.7148042105155	-42.72575250836121	-421.6345107792007
-640.9060760889213	-42.72575250836121	-421.7469555562292
-638.3538461538461	-141.7076923076923	-350.16923076923075
-637.940469300169	-140.43385880850732	-351.68792643132605
-637.2029071492138	-139.1111263353763	-351.7095824330877
-633.6901408450705	-396.09859154929575	-16.01408450704224
-632	-393	-17
-629.75	-407	-251.25
-629	-539	-106
-627.9905358338915	-406.80293703951776	-252.37
-627.77	-409.40749999999997	-252.37
-625.64375	-359.31047215004867	-357.7169271679114
-625.64375	-359.26867843448184	-358.23963005694935
-625.5527922224735	-359.4016881453012	-358.35496269500345
-624.9306982872199	-361.00000000000006	-356.231884057971
-624.8937688909556	-361.1470588235294	-355.97186700767264
-609.0138203356366	-432.2161895360316	-268.23938795656466
-600.9978765831501	-405.9391670288212	-306.78784985530143
-600.7182011623845	-406.464315079637	-307.16788743123004
-600.5576554139427	-407.14155232705417	-306.7611077587576
-600.3086340206186	-408.1920103092784	-306.13015463917526
-599.4440124416797	-524.0851477449456	-251.68234836702956
-599.4440124416797	-522.5482115085542	-251.7328149300156
-598.3076923076924	-237.61538461538464	-372.61538461538464
-596.6222707423581	-519.849344978166	-252.13973799126637
-595.4377708885143	-150.58969419696606	-380.32843727425956
-595.3314796937228	-150.5896941969661	-379.71721486280046
-591.9076923076923	-191.81538461538463	-473.7384615384616
-591	-190	-475
-589.8357347204162	-234.39245773732125	-373.64546163849155
-588.5915637860082	-261.22633744855966	-384.11625514403295
-586.880829015544	-263.9965457685665	-384.75302245250435
-586.397504456328	-265.48021390374333	-386.05632798573976
-582.1820373158314	-378.5844233395047	-327.18695982390443
-582	-377.69604906575375	-329.0944230494937
-580.2684440419752	-381.63751131944815	-328.6446225962819
-580.2684440419752	-378.8177052429785	-432.0949451626015
-580.268444041975	-380.60964427909596	-433.92137393905796
-580.2586181559715	-381.1319251908604	-329.0944230494937
-578.0243755669283	-385.0713877939819	-436.80600052856926
-577.9178999499221	-381.0874475629182	-440
-568	-407	-310
-565.6382165605096	-202.25095541401274	-447.7566878980892
-565.6382165605096	-198.16400907826346	-447.89003770407794
-564.0091333030027	-202.25095541401274	-448.7404079466182
-563.2441860465117	-265.4418604651163	-535.5
-562	-263	-536
-561.920875507373	-263.8293685454452	-535.8655911216154
-561.1586007164087	-263	-537.2041765109367
-558.3691081048859	-71.10723892214733	-539
-558.2906962420905	-71.79408514708949	-538.6822473693417
-556.6005252609027	-570.3697560301334	-150.181560577787
-554.3566563929211	158.2032461722012	-556.3414943328694
-554.0940265486726	-573.0553097345133	-154.44137168141592
-552.733695087252	-538.9961523412026	-383.80265949055615
-552.6691912361374	-621	-99.95942656207737
-552.5814608282415	-538.6811802473871	-383.9999347854441
-552.5575347260896	-621.1470588235293	-99.62155324667066
-552.5385054175748	-539.0912202875468	-384.1901030283645
-552.1190802075736	-535.5055578133021	-391.6011490632186
-552	-541.042834184339	-330.65895129166813
-552	-536.4612823092214	-391.6011490632186
-551.8529411764706	-621.1470588235294	-98.17647058823529
